Protocol,Run_ID,Response_ID,Model,Provider,Task,Split,Instruction,Item,Condition,Repeat,Paraphrase,Block_ID,Generation_Seed,Request_Order,Schedule_Seed,Seed_Sent,Request_Ordering,Temperature,Max_Tokens,Extra_Body_JSON,Timestamp_UTC,Prompt,Response,Status,Error,Finish_Reason,Returned_Model,System_Fingerprint,Usage_JSON,Source_File,Idea_Count,Unique_Idea_Count,Format_Valid,Semantic_Distance_Proxy,DB_Rarity_Score,Relative_Novelty_ICF,Embedding_Model,DB_Match_Threshold,DBSCAN_Eps,Norm_DB,Norm_DB_SHA256
creativity-v2,20260923T102212_92fcf899,20260923T102212_92fcf899:10,meta-llama/Llama-3.3-70B-Instruct-Turbo,together,Alternative Uses Task,pilot,"List exactly 10 uses for the object {item} other than its primary use. Provide only a numbered list (1-10), with one use per line and no explanations.",book,Standard,2,0,book|p0|r2,440827392,10,42,False,fixed,0.7,4096,{},2026-09-23T10:22:31.270172+00:00,"List exactly 10 uses for the object book other than its primary use. Provide only a numbered list (1-10), with one use per line and no explanations.","1. Doorstop
2. Paperweight
3. Decoration
4. Pressing flowers
5. Building material
6. Kindling
7. Gift wrap
8. Table stabilizer
9. Sound dampener
10. Shelf organizer",ok,,stop,meta-llama/Llama-3.3-70B-Instruct-Turbo,,"{""completion_tokens"": 52, ""prompt_tokens"": 69, ""total_tokens"": 121, ""completion_tokens_details"": null, ""prompt_tokens_details"": null, ""cached_tokens"": 0}",C:\Users\julio\Documents\Research Master\Thesis\outputs\llama-3.3-70b-instruct-turbo\results_alternative_uses_task_20260923T102212_92fcf899.csv,10,10,True,0.8025015472620793,0.9720694645441389,2.4194896908908725,all-mpnet-base-v2,0.75,0.35,C:\Users\julio\Documents\Research Master\Thesis\aut_quality_scored_all.csv,0de6af7bc9a1df91321544628d5c9d82fa9fb1580807b5262efc5b358b0ab0ed
creativity-v2,20260923T102212_92fcf899,20260923T102212_92fcf899:11,meta-llama/Llama-3.3-70B-Instruct-Turbo,together,Alternative Uses Task,pilot,"List exactly 10 uses for the object {item} other than its primary use. Provide only a numbered list (1-10), with one use per line and no explanations.",book,Conventional,2,0,book|p0|r2,440827392,11,42,False,fixed,0.7,4096,{},2026-09-23T10:22:32.417707+00:00,"List exactly 10 uses for the object book other than its primary use. Provide only a numbered list (1-10), with one use per line and no explanations.
Be conventional.","1. Doorstop
2. Paperweight
3. Decoration
4. Gift wrap
5. Kindling
6. Pressing flowers
7. Building material
8. Table centerpiece
9. Shelf filler
10. Prop",ok,,stop,meta-llama/Llama-3.3-70B-Instruct-Turbo,,"{""completion_tokens"": 49, ""prompt_tokens"": 72, ""total_tokens"": 121, ""completion_tokens_details"": null, ""prompt_tokens_details"": null, ""cached_tokens"": 0}",C:\Users\julio\Documents\Research Master\Thesis\outputs\llama-3.3-70b-instruct-turbo\results_alternative_uses_task_20260923T102212_92fcf899.csv,10,10,True,0.7775662227669916,0.9732272069464545,2.4868626003611567,all-mpnet-base-v2,0.75,0.35,C:\Users\julio\Documents\Research Master\Thesis\aut_quality_scored_all.csv,0de6af7bc9a1df91321544628d5c9d82fa9fb1580807b5262efc5b358b0ab0ed
creativity-v2,20260923T102212_92fcf899,20260923T102212_92fcf899:12,meta-llama/Llama-3.3-70B-Instruct-Turbo,together,Alternative Uses Task,pilot,"List exactly 10 uses for the object {item} other than its primary use. Provide only a numbered list (1-10), with one use per line and no explanations.",book,Effective,2,0,book|p0|r2,440827392,12,42,False,fixed,0.7,4096,{},2026-09-23T10:22:33.908334+00:00,"List exactly 10 uses for the object book other than its primary use. Provide only a numbered list (1-10), with one use per line and no explanations.
Be effective.","1. Doorstop
2. Paperweight
3. Decoration
4. Gift wrap
5. Pressing flowers
6. Building material
7. Table leg leveler
8. Weapon
9. Bookmark holder
10. Shelf filler",ok,,stop,meta-llama/Llama-3.3-70B-Instruct-Turbo,,"{""completion_tokens"": 51, ""prompt_tokens"": 72, ""total_tokens"": 123, ""completion_tokens_details"": null, ""prompt_tokens_details"": null, ""cached_tokens"": 0}",C:\Users\julio\Documents\Research Master\Thesis\outputs\llama-3.3-70b-instruct-turbo\results_alternative_uses_task_20260923T102212_92fcf899.csv,10,10,True,0.7831922538322355,0.9716353111432706,2.8870597245702654,all-mpnet-base-v2,0.75,0.35,C:\Users\julio\Documents\Research Master\Thesis\aut_quality_scored_all.csv,0de6af7bc9a1df91321544628d5c9d82fa9fb1580807b5262efc5b358b0ab0ed
creativity-v2,20260923T102212_92fcf899,20260923T102212_92fcf899:13,meta-llama/Llama-3.3-70B-Instruct-Turbo,together,Alternative Uses Task,pilot,"List exactly 10 uses for the object {item} other than its primary use. Provide only a numbered list (1-10), with one use per line and no explanations.",book,Boring,2,0,book|p0|r2,440827392,13,42,False,fixed,0.7,4096,{},2026-09-23T10:22:39.909918+00:00,"List exactly 10 uses for the object book other than its primary use. Provide only a numbered list (1-10), with one use per line and no explanations.
Be boring.","1. Doorstop
2. Paperweight
3. Shelf filler
4. Dust collector
5. Floor leveler
6. Table stabilizer
7. Wall decoration
8. Box support
9. Curtain prop
10. Room divider",ok,,stop,meta-llama/Llama-3.3-70B-Instruct-Turbo,,"{""completion_tokens"": 52, ""prompt_tokens"": 72, ""total_tokens"": 124, ""completion_tokens_details"": null, ""prompt_tokens_details"": null, ""cached_tokens"": 0}",C:\Users\julio\Documents\Research Master\Thesis\outputs\llama-3.3-70b-instruct-turbo\results_alternative_uses_task_20260923T102212_92fcf899.csv,10,10,True,0.8321085086731989,0.9726483357452966,3.0499453243993857,all-mpnet-base-v2,0.75,0.35,C:\Users\julio\Documents\Research Master\Thesis\aut_quality_scored_all.csv,0de6af7bc9a1df91321544628d5c9d82fa9fb1580807b5262efc5b358b0ab0ed
creativity-v2,20260923T102212_92fcf899,20260923T102212_92fcf899:14,meta-llama/Llama-3.3-70B-Instruct-Turbo,together,Alternative Uses Task,pilot,"List exactly 10 uses for the object {item} other than its primary use. Provide only a numbered list (1-10), with one use per line and no explanations.",book,Creative,2,0,book|p0|r2,440827392,14,42,False,fixed,0.7,4096,{},2026-09-23T10:22:44.264381+00:00,"List exactly 10 uses for the object book other than its primary use. Provide only a numbered list (1-10), with one use per line and no explanations.
Be creative.","1. Doorstop
2. Paperweight
3. Decorative centerpiece
4. Gift wrap
5. Pressing flowers
6. Kindling for fire
7. Building material for a fort
8. Improvised drum
9. DIY birdhouse
10. Bookshelf decoration",ok,,stop,meta-llama/Llama-3.3-70B-Instruct-Turbo,,"{""completion_tokens"": 60, ""prompt_tokens"": 72, ""total_tokens"": 132, ""completion_tokens_details"": null, ""prompt_tokens_details"": null, ""cached_tokens"": 0}",C:\Users\julio\Documents\Research Master\Thesis\outputs\llama-3.3-70b-instruct-turbo\results_alternative_uses_task_20260923T102212_92fcf899.csv,10,10,True,0.7848746341327415,0.9748191027496382,2.651728462919895,all-mpnet-base-v2,0.75,0.35,C:\Users\julio\Documents\Research Master\Thesis\aut_quality_scored_all.csv,0de6af7bc9a1df91321544628d5c9d82fa9fb1580807b5262efc5b358b0ab0ed
creativity-v2,20260923T102212_92fcf899,20260923T102212_92fcf899:15,meta-llama/Llama-3.3-70B-Instruct-Turbo,together,Alternative Uses Task,pilot,"List exactly 10 uses for the object {item} other than its primary use. Provide only a numbered list (1-10), with one use per line and no explanations.",book,Standard,3,0,book|p0|r3,923394551,15,42,False,fixed,0.7,4096,{},2026-09-23T10:22:46.445532+00:00,"List exactly 10 uses for the object book other than its primary use. Provide only a numbered list (1-10), with one use per line and no explanations.","1. Doorstop
2. Paperweight
3. Decoration
4. Gift wrap
5. Pressing flowers
6. Building material
7. Kindling
8. Bookend
9. Table stabilizer
10. Prop",ok,,stop,meta-llama/Llama-3.3-70B-Instruct-Turbo,,"{""completion_tokens"": 50, ""prompt_tokens"": 69, ""total_tokens"": 119, ""completion_tokens_details"": null, ""prompt_tokens_details"": null, ""cached_tokens"": 0}",C:\Users\julio\Documents\Research Master\Thesis\outputs\llama-3.3-70b-instruct-turbo\results_alternative_uses_task_20260923T102212_92fcf899.csv,10,10,True,0.7567084920054914,0.9729377713458754,2.6648054860382144,all-mpnet-base-v2,0.75,0.35,C:\Users\julio\Documents\Research Master\Thesis\aut_quality_scored_all.csv,0de6af7bc9a1df91321544628d5c9d82fa9fb1580807b5262efc5b358b0ab0ed
creativity-v2,20260923T102212_92fcf899,20260923T102212_92fcf899:16,meta-llama/Llama-3.3-70B-Instruct-Turbo,together,Alternative Uses Task,pilot,"List exactly 10 uses for the object {item} other than its primary use. Provide only a numbered list (1-10), with one use per line and no explanations.",book,Conventional,3,0,book|p0|r3,923394551,16,42,False,fixed,0.7,4096,{},2026-09-23T10:22:47.604371+00:00,"List exactly 10 uses for the object book other than its primary use. Provide only a numbered list (1-10), with one use per line and no explanations.
Be conventional.","1. Doorstop
2. Paperweight
3. Decorative item
4. Gift wrap prop
5. Plant press
6. Table leveler
7. Shelf filler
8. Art project material
9. Bookmark holder
10. Trivet",ok,,stop,meta-llama/Llama-3.3-70B-Instruct-Turbo,,"{""completion_tokens"": 54, ""prompt_tokens"": 72, ""total_tokens"": 126, ""completion_tokens_details"": null, ""prompt_tokens_details"": null, ""cached_tokens"": 0}",C:\Users\julio\Documents\Research Master\Thesis\outputs\llama-3.3-70b-instruct-turbo\results_alternative_uses_task_20260923T102212_92fcf899.csv,10,10,True,0.7958208052891308,0.9739507959479017,3.1435546603164193,all-mpnet-base-v2,0.75,0.35,C:\Users\julio\Documents\Research Master\Thesis\aut_quality_scored_all.csv,0de6af7bc9a1df91321544628d5c9d82fa9fb1580807b5262efc5b358b0ab0ed
creativity-v2,20260923T102212_92fcf899,20260923T102212_92fcf899:17,meta-llama/Llama-3.3-70B-Instruct-Turbo,together,Alternative Uses Task,pilot,"List exactly 10 uses for the object {item} other than its primary use. Provide only a numbered list (1-10), with one use per line and no explanations.",book,Effective,3,0,book|p0|r3,923394551,17,42,False,fixed,0.7,4096,{},2026-09-23T10:22:50.222682+00:00,"List exactly 10 uses for the object book other than its primary use. Provide only a numbered list (1-10), with one use per line and no explanations.
Be effective.","1. Doorstop
2. Paperweight
3. Decoration
4. Gift
5. Pressing flowers
6. Building material
7. Mural base
8. Table leg support
9. Kindling
10. Bookshelf decoration",ok,,stop,meta-llama/Llama-3.3-70B-Instruct-Turbo,,"{""completion_tokens"": 52, ""prompt_tokens"": 72, ""total_tokens"": 124, ""completion_tokens_details"": null, ""prompt_tokens_details"": null, ""cached_tokens"": 0}",C:\Users\julio\Documents\Research Master\Thesis\outputs\llama-3.3-70b-instruct-turbo\results_alternative_uses_task_20260923T102212_92fcf899.csv,10,10,True,0.782092642596308,0.9657018813314038,2.4194896908908725,all-mpnet-base-v2,0.75,0.35,C:\Users\julio\Documents\Research Master\Thesis\aut_quality_scored_all.csv,0de6af7bc9a1df91321544628d5c9d82fa9fb1580807b5262efc5b358b0ab0ed
creativity-v2,20260923T102212_92fcf899,20260923T102212_92fcf899:18,meta-llama/Llama-3.3-70B-Instruct-Turbo,together,Alternative Uses Task,pilot,"List exactly 10 uses for the object {item} other than its primary use. Provide only a numbered list (1-10), with one use per line and no explanations.",book,Boring,3,0,book|p0|r3,923394551,18,42,False,fixed,0.7,4096,{},2026-09-23T10:22:51.534483+00:00,"List exactly 10 uses for the object book other than its primary use. Provide only a numbered list (1-10), with one use per line and no explanations.
Be boring.","1. Doorstop
2. Paperweight
3. Decorative object
4. Shelf filler
5. Gift wrap base
6. Table leg shim
7. Kindling
8. Mousepad
9. Pressing flowers
10. Bookend",ok,,stop,meta-llama/Llama-3.3-70B-Instruct-Turbo,,"{""completion_tokens"": 54, ""prompt_tokens"": 72, ""total_tokens"": 126, ""completion_tokens_details"": null, ""prompt_tokens_details"": null, ""cached_tokens"": 0}",C:\Users\julio\Documents\Research Master\Thesis\outputs\llama-3.3-70b-instruct-turbo\results_alternative_uses_task_20260923T102212_92fcf899.csv,10,10,True,0.7746256532491116,0.97438494934877,2.6648054860382144,all-mpnet-base-v2,0.75,0.35,C:\Users\julio\Documents\Research Master\Thesis\aut_quality_scored_all.csv,0de6af7bc9a1df91321544628d5c9d82fa9fb1580807b5262efc5b358b0ab0ed
creativity-v2,20260923T102212_92fcf899,20260923T102212_92fcf899:19,meta-llama/Llama-3.3-70B-Instruct-Turbo,together,Alternative Uses Task,pilot,"List exactly 10 uses for the object {item} other than its primary use. Provide only a numbered list (1-10), with one use per line and no explanations.",book,Creative,3,0,book|p0|r3,923394551,19,42,False,fixed,0.7,4096,{},2026-09-23T10:22:53.636552+00:00,"List exactly 10 uses for the object book other than its primary use. Provide only a numbered list (1-10), with one use per line and no explanations.
Be creative.","1. Doorstop
2. Pressing flowers
3. Paperweight
4. Kindling
5. Decorative centerpiece
6. Building material for a fort
7. Stepping stool
8. Bookshelf decoration
9. Birdhouse material
10. Mosaic art base",ok,,stop,meta-llama/Llama-3.3-70B-Instruct-Turbo,,"{""completion_tokens"": 60, ""prompt_tokens"": 72, ""total_tokens"": 132, ""completion_tokens_details"": null, ""prompt_tokens_details"": null, ""cached_tokens"": 0}",C:\Users\julio\Documents\Research Master\Thesis\outputs\llama-3.3-70b-instruct-turbo\results_alternative_uses_task_20260923T102212_92fcf899.csv,10,10,True,0.8022116202267402,0.9746743849493488,2.759989657652062,all-mpnet-base-v2,0.75,0.35,C:\Users\julio\Documents\Research Master\Thesis\aut_quality_scored_all.csv,0de6af7bc9a1df91321544628d5c9d82fa9fb1580807b5262efc5b358b0ab0ed
