Rating_ID,Item,Parsed_Ideas,Rater_ID,Originality_1_to_5,Usefulness_1_to_5,Valid_Use_0_or_1,Notes
7f78b5d38f0d2d01929f,fork,Pencil holder,,,,,
1b2366c1577bb342bbb0,towel,Plant cover,,,,,
bcf126aeb648edbcc52b,fork,Wind chime component,,,,,
b842daee39e9fe5da94c,towel,Signaling for help,,,,,
16fe7c3d0c66ed7f23a9,book,Stepping stool,,,,,
26d02c1e8c668f79a818,book,Gift wrap,,,,,
d1d1f6e590a2423600c3,fork,Geometric shape demonstration aid,,,,,
cbac353c488311add74e,paperclip,Zipper pull,,,,,
b44b4f16c3eab7186619,can,DIY lamp,,,,,
984aa2ba3e6836a37781,towel,Table runner,,,,,
749b2da22f6c3785a876,fork,Miniature sculpture tool,,,,,
d0014f66aed18804207f,can,DIY lamp,,,,,
76c27cd26498e931b271,book,Pressing flowers,,,,,
229ebc5f93cf04f5d0dd,paperclip,Temporary fix for a broken zipper,,,,,
d5ee21657ba6d939ba1d,paperclip,Geometric sculpture material,,,,,
173c896da327ae697996,can,Candle holder,,,,,
46c773391638626f1fd6,towel,Securing loads,,,,,
660592ca5dcd07b2fe2f,book,Table leg support,,,,,
bb1df8392966a8a435f2,can,Drum,,,,,
09c660ea5c22ff45d151,fork,Picture frame decoration,,,,,
f1480b9b31e17f618c82,towel,Insulating plants,,,,,
b78f35ad0af22eccf80e,paperclip,Wind chime component,,,,,
17e67aacdabc74be8963,fork,Gardening marker,,,,,
ef7bb324ca17862ece59,towel,Window cleaning aid,,,,,
59b9520a766638f9dbde,book,Bookmark holder,,,,,
45ea12d04c6ae69b4c90,book,Building material for a fort,,,,,
16a772732c51db54ecf5,towel,Wiping down equipment,,,,,
721f2f1efb0d62ec8363,fork,Crafting tool,,,,,
c44ede443ec1a8e81d8a,can,DIY lamp,,,,,
ac505d0c1b23f914188c,book,Paperweight,,,,,
bcd9de08a6bbf94c88ef,towel,Picnic blanket,,,,,
c95e28a05841cf1722ee,can,Marker holder,,,,,
754eb7a55b0a7d182c1c,paperclip,Cord organizer,,,,,
a4bb6382f0c95e9d0a9b,book,Gift wrap,,,,,
f5678ec20d2b812bf9c4,book,Fire starter,,,,,
13148ea207f23c39a766,fork,Plant label,,,,,
ea50cab964c1a70bcd4f,paperclip,Emergency sewing needle,,,,,
ba29e025815d4eb765a0,paperclip,Plant marker,,,,,
f8e66a78430c152c6b15,book,Paperweight,,,,,
25bfadc98a0f7943412b,fork,Hair pick,,,,,
c6f7d9ae0f61bd74b8ae,fork,Hair accessory,,,,,
054986f8cadfaedaa81b,fork,DIY wind chime,,,,,
724dded786c5f179f216,fork,Garden marker,,,,,
1f08b9a62847a18d140d,paperclip,Cord organizer,,,,,
ae5dfdbceaa2c3639dca,can,Pencil cup,,,,,
0517667dc85f02d289b3,fork,Plant label,,,,,
55ffa6e349a3a7484d93,paperclip,Geometric sculpture material,,,,,
ac7db0e485d57a42a225,towel,Picnic blanket,,,,,
bdda27685b846aab43a2,book,Gift wrap,,,,,
2bb1d41a841fa4af33ec,paperclip,Robot craft material,,,,,
ae3bf47adb0bc72b62e9,paperclip,Emergency sewing needle,,,,,
6d425f36e00e16ea46f3,paperclip,Plant marker,,,,,
647ce22ff8c01fac88b1,can,Vase,,,,,
eb2619b896e4561e35e2,can,Wind chime component,,,,,
41973547f2409d694a47,towel,Creating a fort,,,,,
a668e88cfc6aaef40123,book,Building material,,,,,
752f7c51754361f9c68d,towel,Polishing metal,,,,,
6a71dbb56a5d4536252c,book,Paperweight,,,,,
0b826c40220518373e25,can,Drum,,,,,
41ae8fb678a7c4e5b043,towel,Polishing cloth,,,,,
6ab22038cde8a156fc7d,book,Pressing flowers,,,,,
500724712ca383c6ad03,book,Doorstop,,,,,
8f86b595b6ee40b57242,book,Doorstop,,,,,
438c05c5d75812aea76a,book,Gift wrap base,,,,,
1ccea73e2e8ec72b2e7f,paperclip,Temporary fix for a broken zipper,,,,,
18a76d2d550a81455ed7,paperclip,Photo display,,,,,
95fc4ae4ca3df8194f55,fork,Gardening marker,,,,,
8a4a32534caf8b9102b8,book,Table stabilizer,,,,,
e5110f917fac7114310f,book,Kindling,,,,,
b5552232c501a5e11e32,can,Pencil cup,,,,,
6f641c7fdb86ed0510a0,towel,Making a fort,,,,,
86fdadd5d2fcf47bdd0b,towel,Cleaning spills,,,,,
749339a112cc118bcc63,can,Drum,,,,,
f223fad6b22d658471d5,book,Doorstop,,,,,
dfc4876633b195f4e2e2,paperclip,DIY zipper pull,,,,,
3e7eeacce3b93544fe5c,towel,Wiping down gym equipment,,,,,
04dbb41eebaa2c37414a,towel,Cleaning up spills,,,,,
c20f3995a9c240162d7f,paperclip,Zipper pull,,,,,
78e7eb1013fcb5bb7fe2,paperclip,Photo display,,,,,
b21bfc4fdd533c748e7b,towel,Protecting surfaces from paint,,,,,
f0714379d6dea5a6bc8a,paperclip,Emergency sewing needle,,,,,
9682722c04f1515f1489,fork,Pencil holder,,,,,
9aa38e5c18deb1e83ecb,towel,Wiping down equipment,,,,,
7c7b35035f0e13b6966f,paperclip,Cord manager,,,,,
c826f6bc2e1b709beda4,book,Paperweight,,,,,
e4d1e77f58f75e95e8cf,book,Paperweight,,,,,
ecacd12c447ef6a9d58e,paperclip,Bag seal,,,,,
62ffdc6fa5869a40c821,paperclip,DIY jewelry,,,,,
35807c544010e08032b8,book,Shelf filler,,,,,
c6e333edd13c9ba58595,book,Shelf organizer,,,,,
4dbe8c22b5f387b05418,fork,Model building detail,,,,,
85dfb3723e07f5413f54,fork,Bookmark,,,,,
5cf1dee6f1b1d4a0e046,paperclip,Wind chime component,,,,,
0e72873e0a400599fc1f,can,Drum,,,,,
8fbbc491ec2dcadec920,fork,Science experiment probe,,,,,
7b2a13e8cbf5382650fd,fork,Hair accessory,,,,,
a73cb903fcbd57c9b72f,towel,Picnic blanket,,,,,
8a8797a31b34770c56c8,fork,Picture hanger,,,,,
1641b0cf1cfc0acf461a,paperclip,Plant stake,,,,,
8868de6fa0cb36a6f6a6,paperclip,Zipper pull,,,,,
d9d11020ffcc08707089,towel,Cleaning surfaces,,,,,
04cef9209c2ca9d6b834,paperclip,DIY jewelry,,,,,
06d1ade16afc55a5ec17,towel,Making a fort,,,,,
4d12bc72bc5b9da91936,fork,Hair accessory,,,,,
77868c05106d23f82ece,paperclip,Photo holder,,,,,
a629b3e9b639d3cc97e4,fork,DIY craft project material,,,,,
87c8435cf488390b31c8,paperclip,Bookmark,,,,,
f278f3e5f34c84657c48,can,Desk organizer,,,,,
8e255e2997734fc945d2,towel,Protecting surfaces from paint,,,,,
c600a8a9a67b23dfa2a9,paperclip,Plant marker,,,,,
9d3e155b133486f6b87c,book,Birdhouse material,,,,,
d8f85c8fcb80ecbe58ae,can,Pen holder,,,,,
fb049fbe658b096d0b6d,fork,Guitar slide,,,,,
4addaff5fd382191c0ed,book,Stepping stool,,,,,
a809e8b194c58a27f7b9,fork,Sculpture material,,,,,
0d7302bb94214c29ee95,fork,Guitar slide,,,,,
d7acfa6feb98ced44275,book,Doorstop,,,,,
6c99019136c4f142bd92,fork,Plant stake,,,,,
b5ae3a9590898df9f13c,towel,Securing plants,,,,,
0b0b436cdec24825f079,fork,Sculpture material,,,,,
1711b90dc77ed95c5ad3,can,Vase,,,,,
7d04ab31373a214ac9a2,can,Science experiment container,,,,,
9e9798476f3b0b57f15f,fork,Craft project embellishment,,,,,
ac73c7f88bb935753346,fork,Painting tool,,,,,
48475922649c59a6e24f,fork,Hair pick,,,,,
b75ac6a19712b7469898,book,Table centerpiece,,,,,
1ed217f0752bd8a431a7,can,Paperweight,,,,,
c441bf23c594273291c3,book,Doorstop,,,,,
906bb5a0304ec0c068e1,book,Improvised drum,,,,,
98dd89b5bbd9481814ba,towel,Photo prop,,,,,
8f44064b37032b714c48,towel,Macrame material,,,,,
8c56fb2f9f241ffec62c,fork,Garden marker,,,,,
afae88339eb6723288f4,fork,Mini shovel,,,,,
b391cf2071f0bccc307d,fork,Garden marker,,,,,
387155afb210c259fd7c,fork,Jewelry maker's tool,,,,,
77176ebfa7fb68f6a44f,towel,Dusting furniture,,,,,
4da45fe702291f000b03,can,Drum,,,,,
8826f0068db516d10354,paperclip,Photo hanger,,,,,
8290f7c3e23f7a716803,fork,Plant label,,,,,
9a78263eaa50fa770167,can,Drum,,,,,
3d13b80b07dc4f24761c,fork,Wind chime component,,,,,
532152c8485890b42126,fork,DIY wind chime,,,,,
5f494377b4f6dca0d08b,book,Shelf filler,,,,,
5bf0eb9e19c8480a9417,towel,Polishing metal,,,,,
114c567295e421d21df7,paperclip,Cord manager,,,,,
7c436457a36b73749cf7,book,Table stabilizer,,,,,
0835acddc0ac0635bfb1,fork,Gardening marker,,,,,
a8147242376c6ce5a042,towel,Theatrical costume piece,,,,,
8ea713c8ec5d527714c0,towel,Dusting surfaces,,,,,
5cfaa5a781a66067ceb5,fork,Science experiment probe,,,,,
2de0f0200f1b1bbfcc53,paperclip,Bag seal,,,,,
3c75f307b00908d0bff2,towel,Ground cover,,,,,
4e3b92718c155abe79ec,book,Table stabilizer,,,,,
c81c4d23b679d32b3c17,book,Doorstop,,,,,
a064b4b82bc1b84c1345,paperclip,Science experiment material,,,,,
eb90b579a4af0648ce3a,fork,Cable organizer,,,,,
29ed52fc7b4eabccb44f,fork,Mini shovel,,,,,
558d11efc76aba5ebe62,paperclip,Wind chime component,,,,,
fbfb74c45fd0abd3d6fe,can,Pen holder,,,,,
4613f96dd14229e1ea93,towel,Cleaning mirrors,,,,,
e17cf41e329d9b43386f,fork,Jewelry making aid,,,,,
0d85108ca2084419b126,book,Pressing flowers,,,,,
528033f118e3d32f36ea,towel,Crafting a homemade puppet,,,,,
2c558f5f1992668d7a16,towel,Cleaning mirrors,,,,,
e2e7b87ee3e695c52d92,towel,Insulating pipes,,,,,
f7b849c46624bb382b62,fork,Guitar slide,,,,,
96cdde2b27813a978f74,paperclip,Plant stake,,,,,
2da693ff969a16b527d9,book,Tool for squashing bugs,,,,,
f62e7af9033dd358e4f8,book,Gift wrap base,,,,,
2f7431c3b09fb077dde1,fork,Wind chime component,,,,,
3aaa5ad8bc221c68bc27,book,Decoration,,,,,
0b301087b82465514e33,book,Gift wrap prop,,,,,
b69e6843bc5d89917a3c,can,DIY lamp base,,,,,
d823a27251c495437273,fork,Plant label,,,,,
ede4531a2f8f041f69b2,book,Paperweight,,,,,
85b853419ab20061cb4b,can,Pencil holder,,,,,
d9b9fd55216164633089,book,Kindling,,,,,
d16eea7fb4c2cdba639f,paperclip,Zipper stop,,,,,
c9e51d6ae1ab92dce83f,can,Drum,,,,,
c977fb6798032b9cfc90,can,Craft project material,,,,,
d92f2ac6b3f3e6012c18,fork,Measuring tool,,,,,
1793fa8d430892f9a66f,book,Mosaic art base,,,,,
fdce575af2f85cf788da,book,Gift wrapping decoration,,,,,
da9747e5ab004660f444,can,Craft project material,,,,,
f04cbf86377df02a7f20,paperclip,Sculpture material,,,,,
872b0b93e8ea0100fdb7,towel,Making a puppet,,,,,
d01f84e0cda79841be63,fork,Painting tool,,,,,
f8c880057cd045ea7268,fork,Wind chime component,,,,,
9af2d3bb37c38becbe80,fork,Sculpture material,,,,,
7ae3005dbe09bf5376bb,paperclip,Emergency screwdriver,,,,,
2e5cebb045834409afab,can,Pen holder,,,,,
39307524c197ff1766c2,fork,DIY craft project material,,,,,
26fed05a40ad80cac9b6,fork,Plant label,,,,,
8e1254e74d335816ce86,can,Birdhouse,,,,,
c58342db5c70ff5fe187,towel,Wiping down surfaces,,,,,
44a062b2851fd6765004,fork,Sculpture material,,,,,
3798a7fd3258431bd35a,paperclip,Plant marker,,,,,
1257c8245166c57da5ba,towel,Polishing cloth,,,,,
52f67321c1b67150e1a8,towel,Cleaning up spills,,,,,
311413e9a9c6f9b22820,can,Vase,,,,,
ab8fb3c0b2e8ce3e2eac,can,Wind chime,,,,,
e3acf69829ae339054e3,can,Pen holder,,,,,
e5a5af7d2ff414dd6971,paperclip,Bag seal,,,,,
af6f46b4a7f7579310d1,towel,Polishing cloth for shoes,,,,,
c588ffe365cb8eb07f8e,book,Kindling,,,,,
220cdbc66a6da5da5fac,paperclip,Emergency screwdriver,,,,,
02ec47e8a54b6ee29311,towel,Seat cover,,,,,
c42df0815905c9718eb7,paperclip,Cable organizer,,,,,
4a1678eebf6998dcd6be,fork,Picture hanger,,,,,
a2ef91392a286936c617,towel,Polishing cloth,,,,,
9a447303ed770671803c,book,Mousepad,,,,,
29fcf7cf1dd4b870c269,paperclip,Bag seal,,,,,
1969ca23d76c17a48fdf,fork,Music instrument,,,,,
99163f46664f754c302f,can,Bird feeder,,,,,
8b32419999f005b42d9c,can,Vase,,,,,
68f3fb8f99ac993dc11f,paperclip,Temporary fix for a broken zipper,,,,,
d03d52fe8a10e1d70ac4,paperclip,Emergency sewing needle,,,,,
4b1ea5108edabd41e99e,can,Plant stand,,,,,
2d5d72ccb82d255fa41c,fork,DIY wind chime,,,,,
d697e90802a05506935b,fork,Sculpting tool,,,,,
d76162a6b83916236b99,book,Wall decoration,,,,,
0b2b4d603074ef949136,fork,Sculpture material,,,,,
65ed311207de29d5c684,towel,Seat cover,,,,,
fd4109df75d39021ffd5,paperclip,DIY zipper pull,,,,,
ec284bd21abdf4aea3b5,can,Doorstop,,,,,
735691db4e912a948191,paperclip,Temporary fix for a broken zipper,,,,,
b7e96d14bbfc9154afcb,fork,Mini shovel,,,,,
6aec4cb230eba251e66f,towel,Protecting surfaces,,,,,
a8b7f569941022e01b8d,towel,Pet bed,,,,,
ff93653e6f5251267e9a,fork,Zipper pull,,,,,
bcabfe51e9354bb582ec,paperclip,Plant marker,,,,,
338fed6c92669124e744,fork,DIY wind chime,,,,,
96df5a131cc922e89706,paperclip,Temporary fix for a broken zipper,,,,,
9bf4a6c87f92f54f258e,book,Decorative prop,,,,,
24a27da09c76b597fb80,book,Shelf filler,,,,,
7b23b68d47ef3b7defff,paperclip,DIY jewelry,,,,,
651589ae70cf50d8d7f1,can,Wind chime,,,,,
61ef4184533f20167c7b,towel,Signaling for help,,,,,
c20bec7b1625794f7913,towel,Securing plants,,,,,
682ed7f168adee52539c,fork,Plant label,,,,,
4f74e247adf0e4af4a92,towel,Dusting furniture,,,,,
2f7eebc301e7ceed3e22,paperclip,Bookmark,,,,,
f8532adc6294a0b591f9,can,Birdhouse,,,,,
298cb5be650d889638dc,towel,Securing loose items,,,,,
b70aea9b8ca86a449a58,book,Curtain prop,,,,,
b7268e2cb862c13b28aa,fork,Hair accessory,,,,,
351e19af4f56db510e85,can,Science experiment container,,,,,
838ffbf8dc5f893e7a7e,book,Paperweight,,,,,
0cc45d0ac495fa783294,paperclip,DIY jewelry,,,,,
8fa65c1c880ca64f7d9e,fork,Picture frame decoration,,,,,
3bcd4544a1ea8dde1a3d,towel,Insulating pipes,,,,,
98b0421fe9afeafdb852,book,Room divider,,,,,
e9e0f272ec7d0817ab65,towel,Protecting surfaces from paint spills,,,,,
8034aae12080f8f6e53c,towel,Protecting against dust,,,,,
9b777a752f20db5dc71b,book,Building material,,,,,
f039e90fa7bb19899162,towel,Polishing cloth,,,,,
136e18918403635f5c40,fork,Mini sculpture base,,,,,
7a88abf1e10b67417152,fork,Wind chime component,,,,,
625ac38f947196d282b6,paperclip,Bookmark,,,,,
36cd86cc4817c5b5f940,fork,Craft project base,,,,,
8673d90d95da190051b1,paperclip,Plant marker,,,,,
1ff39814f8d8ff8bfb70,towel,Drop cloth,,,,,
30d79a99c89f251496cc,can,Science experiment container,,,,,
76f32a6ccd4d0a320168,paperclip,Emergency screwdriver,,,,,
88305f5b154e26f8fa22,paperclip,DIY jewelry,,,,,
40c413b3f6c97932a298,towel,Wiping down tools,,,,,
a1f8c283aae663531179,paperclip,Photo display,,,,,
72917e64abbad13d9030,can,Pen holder,,,,,
6503e2586ef81678ab0a,can,Pen holder,,,,,
eb9eb5f580bfaad70a73,towel,Drying delicate flowers,,,,,
9276d15b718098aa1249,can,Birdhouse,,,,,
3be5f5696b9acd59893a,fork,DIY craft tool,,,,,
b77804b65e8d25f3bda6,towel,Dusting furniture,,,,,
80c417501ae82ff63f44,paperclip,Cable manager,,,,,
f94dd81f4ef70a61d29b,towel,Insulating pipes,,,,,
f1034da13fad9d600d24,fork,Plant label,,,,,
2103ae0ded95bfcaf34b,book,Box filler,,,,,
9b628ec8fd2acdbce4b8,book,Doorstop,,,,,
79508f710a5e5deaf282,book,Paperweight,,,,,
8bcd192fa314ff86b5e0,can,Pencil cup,,,,,
fc66f47b54dd8d7ea901,book,Wall decoration,,,,,
404239c560e78458c5ef,fork,Plant label,,,,,
84214527cc6f860f2acd,can,Planter,,,,,
436b620bfee7c1896980,can,Paperweight,,,,,
4ae3aa9ddb22ac1af38c,can,Planter,,,,,
16261f66c33a3543c468,can,Birdhouse,,,,,
18478b3328b2e87185b7,book,Gift wrap,,,,,
9665a6e92f6be996b9c1,book,Paperweight,,,,,
46ad922b1700f530b751,paperclip,Zipper pull,,,,,
0170340d88cafb217e95,can,Gift container,,,,,
fb4ee18dd799492e5385,can,Bird feeder,,,,,
fffffb52a7c7e3bc7669,towel,Dusting furniture,,,,,
b9f5af0a8ea841379ddd,can,Vase,,,,,
1c41f790f233e766c1bc,towel,Impromptu curtain,,,,,
ca1ff81f295c47290d7f,fork,Sculpting tool,,,,,
95a909c7e83a97b62d80,towel,Sound dampener,,,,,
1fa098325f152757a07a,fork,Science experiment probe,,,,,
947959df1db2a7609305,can,Pen holder,,,,,
72c7a3500c3831799d98,paperclip,Bag seal,,,,,
0d412f85bfb74fdf41ea,book,Pressing flowers,,,,,
5212f1789a5397df3eb0,book,Doorstop,,,,,
6046fc4b344705afc824,towel,Impromptu curtain,,,,,
69dbcca6f34027e3e303,paperclip,DIY jewelry,,,,,
73928e9d7d6b39c20f90,paperclip,Cord organizer,,,,,
aadf11b61b3f8a8ddaba,towel,Wrapping gifts,,,,,
c3196e247ab08e5a16ce,can,Birdhouse,,,,,
e066a212955f16e61d72,can,Plant marker,,,,,
139d579e548f72ab44e4,paperclip,Plant stake,,,,,
be69ec71d7bcdc79f1e9,book,Seat cushion,,,,,
c308d48636481cdd958f,paperclip,DIY jewelry,,,,,
85f250a7cbd701bbfbb6,towel,Photography prop,,,,,
a6253c7f6e47f81b2e46,paperclip,Zipper pull,,,,,
3524af7f8b5c16350640,can,Pen holder,,,,,
46aecfe82433bcfdb538,book,Leveling surfaces,,,,,
cd0ae60ae4b371d2bbfa,book,Building a fort,,,,,
6d8736e871405a64e1cb,fork,Bookmark,,,,,
bd8f5dde2e6eb035ff34,book,Pressing flowers,,,,,
90626b54fd6977a9e0c1,book,Decorative prop,,,,,
a9d8ae74f9ddf536e6e6,towel,Creating a DIY photo studio,,,,,
4c3901af23f4530e0163,paperclip,Plant marker,,,,,
2a712981d344fd8722bb,fork,Percussion instrument,,,,,
07e4d318ce19aa1995e2,paperclip,Zipper pull,,,,,
4786058e64e1154d0fef,can,Craft project material,,,,,
2c30eef399e02afbeebf,can,Planter,,,,,
9b89cddeecac28dbe4e8,towel,Cleaning rag,,,,,
77f83e5cd2c3379e30c5,paperclip,Bag seal,,,,,
14471f3aedc38c3b4347,can,Wind chime component,,,,,
1d73f4e57ceae35a1b7b,paperclip,Photo display,,,,,
7954b9afc1aec545252f,paperclip,Cable organizer,,,,,
df705f188c799903b26c,paperclip,Emergency sewing needle,,,,,
16f376cd45007004fda9,can,DIY lamp,,,,,
1b8adce584c6cbf3bf78,fork,Picture holder,,,,,
e4ea3db7c6e001ee97df,paperclip,Bag seal,,,,,
af198f525aba278457f9,can,Doorstop,,,,,
2806e12a08f436c509b4,fork,Cable organizer,,,,,
aa3d3b64c48f9a5bfc10,fork,Garden marker,,,,,
4157d93fff0ba5740274,fork,Hair accessory,,,,,
b1e155cd8eb89dd45c45,book,Dust collector,,,,,
4aacb30010d5fe31f399,fork,DIY wind chime,,,,,
5085a56dbb4dc9197b3e,book,Decoration,,,,,
f9216cacf27980b8a9a9,book,Leveling surface,,,,,
4196c16ca38b26a54552,fork,Pencil holder,,,,,
3dc9b0c08bfc22bb13af,fork,DIY craft project,,,,,
c482b05578a5167f51d4,can,Birdhouse,,,,,
0aacae40b8ee4871edc3,can,Craft project material,,,,,
00d53d34c70de9c2842f,towel,Gift wrapping,,,,,
9ce53515568a76251427,paperclip,Plant marker,,,,,
7706d397ab6246199d64,towel,Curtain,,,,,
a97297b2a6c8b6a1b1f7,book,Kindling,,,,,
c5ddd35faecec24290e7,fork,Bookmark,,,,,
4cd6be4d30a2ba55ec90,book,Crafting material,,,,,
11454599e556d2f6c4c3,can,Bird feeder,,,,,
140500d2af0400bbbc93,fork,Plant label,,,,,
51b6f8a62d28189ca731,fork,Picture hanger,,,,,
4be23c4f9d3659417d2d,towel,Wiping down equipment,,,,,
a69c3ae909b877fdeee8,paperclip,Emergency sewing needle,,,,,
6634c7ea64788fe09b3f,paperclip,Photo display,,,,,
1f4a13a72b087c47a834,towel,Protecting furniture from dust,,,,,
23ce9b5aea98cf0b9b4e,towel,Covering a drafting table,,,,,
3b9963fc37b23adae029,fork,Garden marker,,,,,
090e23d338f9454deecd,can,Bird feeder,,,,,
80dff143d2c63355a8e6,can,DIY lamp,,,,,
500be1d44ffdf731325c,fork,Picture hanger,,,,,
eae58cc16e16ed9475e2,fork,DIY wind chime,,,,,
5090a0f9194b68df4151,book,Leveling surface,,,,,
9f7169989d3b59461983,fork,Bag closure,,,,,
80f096e0a0026364770f,can,Pen holder,,,,,
b5c3dd092977a4e7f549,book,Soundproofing material,,,,,
b6708b4a10947aa55968,fork,Plant stake,,,,,
4fdd95187efd1b00dab1,book,Gift wrap,,,,,
cdb2147751a55a1359b3,towel,Dusting rag,,,,,
ef1dbc4af46ef151ec20,book,Gift wrap base,,,,,
962bebd0e4384947ddcd,paperclip,Photo display,,,,,
048953f216ad638086b7,book,Paperweight,,,,,
1cc83c1b30621ee35d19,book,Doorstop,,,,,
d8ca8d9afda1f90ccd09,paperclip,Plant marker,,,,,
215beecd3f7d8c072b45,towel,Making a DIY photo studio,,,,,
10a61632388142ad4984,paperclip,Cord organizer,,,,,
b68f2b8f117d045d01fb,book,Decoration,,,,,
8fd9f4a2f4712c9e08bd,fork,Plant label,,,,,
421cf28bf72da099c582,towel,Impromptu curtain,,,,,
439755ca1603dd7821ee,towel,Dusting surfaces,,,,,
ee885295de30b1104cf5,paperclip,Photo display,,,,,
65fc37f30b310c7096d8,fork,Hair accessory,,,,,
7cc9d1b3228dcdc57df1,can,DIY lamp,,,,,
c0f86ec06ba8b92cd775,can,Craft project material,,,,,
3435ffbd35b27087b04e,towel,Cover for a drafty window,,,,,
0f7289f2001a4f5398c3,paperclip,Guitar slide,,,,,
abd2df1619543cb8ce3e,paperclip,Emergency sewing needle,,,,,
1bfc3eba7e23a615e292,can,Vase,,,,,
0b8a71e4944b8956cda5,paperclip,Zipper pull,,,,,
7bfd8b742ebe349b2a58,fork,Pencil holder,,,,,
68df04f36c18b4bfdc41,paperclip,DIY wind chime,,,,,
f61e7a865ec57c252f0b,can,Gift container,,,,,
39752a07d46cc8c49bf5,fork,Wind chime component,,,,,
d0dd43d2799f3b726b37,paperclip,Zipper pull,,,,,
16eccddd4417b5005e6a,towel,Cleaning mop,,,,,
52f3507bae7290f85d68,paperclip,Temporary fix for a broken zipper,,,,,
996609cb07c373af917a,paperclip,DIY wind chime,,,,,
8eed7d16c3eb8e37cd41,can,Organizer,,,,,
29ebe197b544fde222d5,paperclip,Bookmark,,,,,
33f2726189095b9e4f02,paperclip,Cable organizer,,,,,
7c6902a1dbffc997a490,book,Doorstop,,,,,
b7310385f1bc4b4f37a8,fork,Miniature sculpture base,,,,,
717adf855a4a3594daaf,can,DIY lamp,,,,,
0117bb6aa20a12d126d7,book,DIY birdhouse,,,,,
73dff923c81f25948b6d,towel,Photography prop,,,,,
32868460989b18c6c2e3,can,Planter,,,,,
1ad501046a47134f9c9e,fork,DIY wind chime,,,,,
7c17880dc9c97d0920ac,can,Gift container,,,,,
568edb06a54f8a8fd1d8,fork,Plant label,,,,,
8080c45a1e0a86f374cf,towel,Securing tent ropes,,,,,
de182c79e4a1a016fef1,fork,Sculpting tool,,,,,
92233df2c70b5d70c23e,fork,Sculpture material,,,,,
bb774fd84140469b6126,can,Wind chime,,,,,
