Rating_ID,Response_ID,Idea_Index,Model,Condition
983c55692d39d16114b8,20260923T102212_92fcf899:4,3,meta-llama/Llama-3.3-70B-Instruct-Turbo,Creative
45ea12d04c6ae69b4c90,20260923T102212_92fcf899:4,4,meta-llama/Llama-3.3-70B-Instruct-Turbo,Creative
515ce6c5bacd7e9954cf,20260923T102212_92fcf899:4,5,meta-llama/Llama-3.3-70B-Instruct-Turbo,Creative
b2122cdb76bb00b35ed8,20260923T102212_92fcf899:4,6,meta-llama/Llama-3.3-70B-Instruct-Turbo,Creative
b5c3dd092977a4e7f549,20260923T102212_92fcf899:4,7,meta-llama/Llama-3.3-70B-Instruct-Turbo,Creative
847969678d447e7a0a03,20260923T102212_92fcf899:4,8,meta-llama/Llama-3.3-70B-Instruct-Turbo,Creative
7d81bc5b5d5b3b3d4a6c,20260923T102212_92fcf899:4,9,meta-llama/Llama-3.3-70B-Instruct-Turbo,Creative
2d56398421922c20ca5a,20260923T102212_92fcf899:5,0,meta-llama/Llama-3.3-70B-Instruct-Turbo,Standard
6ab22038cde8a156fc7d,20260923T102212_92fcf899:5,1,meta-llama/Llama-3.3-70B-Instruct-Turbo,Standard
78ea8fc808856ccc0c22,20260923T102212_92fcf899:5,2,meta-llama/Llama-3.3-70B-Instruct-Turbo,Standard
3c85bb5fae78b0b42277,20260923T102212_92fcf899:5,3,meta-llama/Llama-3.3-70B-Instruct-Turbo,Standard
e4d1e77f58f75e95e8cf,20260923T102212_92fcf899:5,4,meta-llama/Llama-3.3-70B-Instruct-Turbo,Standard
ef1dbc4af46ef151ec20,20260923T102212_92fcf899:5,5,meta-llama/Llama-3.3-70B-Instruct-Turbo,Standard
35807c544010e08032b8,20260923T102212_92fcf899:5,6,meta-llama/Llama-3.3-70B-Instruct-Turbo,Standard
f406ce904a6f64530ccc,20260923T102212_92fcf899:5,7,meta-llama/Llama-3.3-70B-Instruct-Turbo,Standard
e5110f917fac7114310f,20260923T102212_92fcf899:5,8,meta-llama/Llama-3.3-70B-Instruct-Turbo,Standard
d76162a6b83916236b99,20260923T102212_92fcf899:5,9,meta-llama/Llama-3.3-70B-Instruct-Turbo,Standard
7c6902a1dbffc997a490,20260923T102212_92fcf899:6,0,meta-llama/Llama-3.3-70B-Instruct-Turbo,Conventional
4574d6dca8c2c6611ee4,20260923T102212_92fcf899:6,1,meta-llama/Llama-3.3-70B-Instruct-Turbo,Conventional
096c7dacf670c0d585d1,20260923T102212_92fcf899:6,2,meta-llama/Llama-3.3-70B-Instruct-Turbo,Conventional
26d02c1e8c668f79a818,20260923T102212_92fcf899:6,3,meta-llama/Llama-3.3-70B-Instruct-Turbo,Conventional
ef5c1012c7e07aa9dbf5,20260923T102212_92fcf899:6,4,meta-llama/Llama-3.3-70B-Instruct-Turbo,Conventional
0d85108ca2084419b126,20260923T102212_92fcf899:6,5,meta-llama/Llama-3.3-70B-Instruct-Turbo,Conventional
46aecfe82433bcfdb538,20260923T102212_92fcf899:6,6,meta-llama/Llama-3.3-70B-Instruct-Turbo,Conventional
cd0ae60ae4b371d2bbfa,20260923T102212_92fcf899:6,7,meta-llama/Llama-3.3-70B-Instruct-Turbo,Conventional
92fcc3f6dd0eab12543b,20260923T102212_92fcf899:6,8,meta-llama/Llama-3.3-70B-Instruct-Turbo,Conventional
5d81a7092dc0cb4b5d1e,20260923T102212_92fcf899:6,9,meta-llama/Llama-3.3-70B-Instruct-Turbo,Conventional
500724712ca383c6ad03,20260923T102212_92fcf899:7,0,meta-llama/Llama-3.3-70B-Instruct-Turbo,Effective
a587b417f35be9e16322,20260923T102212_92fcf899:7,1,meta-llama/Llama-3.3-70B-Instruct-Turbo,Effective
b68f2b8f117d045d01fb,20260923T102212_92fcf899:7,2,meta-llama/Llama-3.3-70B-Instruct-Turbo,Effective
c74a8ad5da4832285f4b,20260923T102212_92fcf899:7,3,meta-llama/Llama-3.3-70B-Instruct-Turbo,Effective
403d2ce4615f8d76ca15,20260923T102212_92fcf899:7,4,meta-llama/Llama-3.3-70B-Instruct-Turbo,Effective
dba96e16a95efecf5eb6,20260923T102212_92fcf899:7,5,meta-llama/Llama-3.3-70B-Instruct-Turbo,Effective
76c27cd26498e931b271,20260923T102212_92fcf899:7,6,meta-llama/Llama-3.3-70B-Instruct-Turbo,Effective
e92cc7ad5caf560f98d7,20260923T102212_92fcf899:7,7,meta-llama/Llama-3.3-70B-Instruct-Turbo,Effective
16fe7c3d0c66ed7f23a9,20260923T102212_92fcf899:7,8,meta-llama/Llama-3.3-70B-Instruct-Turbo,Effective
167e95b915fb40ad84df,20260923T102212_92fcf899:7,9,meta-llama/Llama-3.3-70B-Instruct-Turbo,Effective
114565d5a2af0620903f,20260923T102212_92fcf899:8,0,meta-llama/Llama-3.3-70B-Instruct-Turbo,Boring
34472094c59862d43952,20260923T102212_92fcf899:8,1,meta-llama/Llama-3.3-70B-Instruct-Turbo,Boring
e9b5423dcf44e48a1910,20260923T102212_92fcf899:8,2,meta-llama/Llama-3.3-70B-Instruct-Turbo,Boring
9bf4a6c87f92f54f258e,20260923T102212_92fcf899:8,3,meta-llama/Llama-3.3-70B-Instruct-Turbo,Boring
f1650d9c8565eeb1278d,20260923T102212_92fcf899:8,4,meta-llama/Llama-3.3-70B-Instruct-Turbo,Boring
0d5314310a44a3360d9b,20260923T102212_92fcf899:8,5,meta-llama/Llama-3.3-70B-Instruct-Turbo,Boring
f5678ec20d2b812bf9c4,20260923T102212_92fcf899:8,6,meta-llama/Llama-3.3-70B-Instruct-Turbo,Boring
814edf6b96a70b3ee004,20260923T102212_92fcf899:8,7,meta-llama/Llama-3.3-70B-Instruct-Turbo,Boring
9a447303ed770671803c,20260923T102212_92fcf899:8,8,meta-llama/Llama-3.3-70B-Instruct-Turbo,Boring
fd91c39b19f6491d6a4b,20260923T102212_92fcf899:8,9,meta-llama/Llama-3.3-70B-Instruct-Turbo,Boring
1edbda7d26e14142bbc0,20260923T102212_92fcf899:9,0,meta-llama/Llama-3.3-70B-Instruct-Turbo,Creative
962bf150f3d076621f96,20260923T102212_92fcf899:9,1,meta-llama/Llama-3.3-70B-Instruct-Turbo,Creative
0117bb6aa20a12d126d7,20260923T102212_92fcf899:9,2,meta-llama/Llama-3.3-70B-Instruct-Turbo,Creative
7ae655a828bd5e4964b7,20260923T102212_92fcf899:9,3,meta-llama/Llama-3.3-70B-Instruct-Turbo,Creative
d6d1ceb83755763eb329,20260923T102212_92fcf899:9,4,meta-llama/Llama-3.3-70B-Instruct-Turbo,Creative
a925676e563350402d13,20260923T102212_92fcf899:9,5,meta-llama/Llama-3.3-70B-Instruct-Turbo,Creative
2da693ff969a16b527d9,20260923T102212_92fcf899:9,6,meta-llama/Llama-3.3-70B-Instruct-Turbo,Creative
29fef2788b292bcf8301,20260923T102212_92fcf899:9,7,meta-llama/Llama-3.3-70B-Instruct-Turbo,Creative
f58520c22cd4f1c0907e,20260923T102212_92fcf899:9,8,meta-llama/Llama-3.3-70B-Instruct-Turbo,Creative
c8b00b4c3b5ff20cf754,20260923T102212_92fcf899:9,9,meta-llama/Llama-3.3-70B-Instruct-Turbo,Creative
5212f1789a5397df3eb0,20260923T102212_92fcf899:10,0,meta-llama/Llama-3.3-70B-Instruct-Turbo,Standard
f8e66a78430c152c6b15,20260923T102212_92fcf899:10,1,meta-llama/Llama-3.3-70B-Instruct-Turbo,Standard
f1333da02e34696d4dc1,20260923T102212_92fcf899:10,2,meta-llama/Llama-3.3-70B-Instruct-Turbo,Standard
8228700290ff49692177,20260923T102212_92fcf899:10,3,meta-llama/Llama-3.3-70B-Instruct-Turbo,Standard
ff679b5f2e6e4b8c6485,20260923T102212_92fcf899:10,4,meta-llama/Llama-3.3-70B-Instruct-Turbo,Standard
b73997f37fcc35a9500d,20260923T102212_92fcf899:10,5,meta-llama/Llama-3.3-70B-Instruct-Turbo,Standard
4fdd95187efd1b00dab1,20260923T102212_92fcf899:10,6,meta-llama/Llama-3.3-70B-Instruct-Turbo,Standard
8a4a32534caf8b9102b8,20260923T102212_92fcf899:10,7,meta-llama/Llama-3.3-70B-Instruct-Turbo,Standard
3b707798e60931b378a5,20260923T102212_92fcf899:10,8,meta-llama/Llama-3.3-70B-Instruct-Turbo,Standard
c6e333edd13c9ba58595,20260923T102212_92fcf899:10,9,meta-llama/Llama-3.3-70B-Instruct-Turbo,Standard
0d94defdb7a2c7c9b7d7,20260923T102212_92fcf899:11,0,meta-llama/Llama-3.3-70B-Instruct-Turbo,Conventional
9665a6e92f6be996b9c1,20260923T102212_92fcf899:11,1,meta-llama/Llama-3.3-70B-Instruct-Turbo,Conventional
85b7c8904bf56575d472,20260923T102212_92fcf899:11,2,meta-llama/Llama-3.3-70B-Instruct-Turbo,Conventional
bdda27685b846aab43a2,20260923T102212_92fcf899:11,3,meta-llama/Llama-3.3-70B-Instruct-Turbo,Conventional
26a782d7f29fd8033a77,20260923T102212_92fcf899:11,4,meta-llama/Llama-3.3-70B-Instruct-Turbo,Conventional
e33a75ad5dd91365c2b4,20260923T102212_92fcf899:11,5,meta-llama/Llama-3.3-70B-Instruct-Turbo,Conventional
57148959c40c052d129c,20260923T102212_92fcf899:11,6,meta-llama/Llama-3.3-70B-Instruct-Turbo,Conventional
f2458fdb81d5d98dc9c8,20260923T102212_92fcf899:11,7,meta-llama/Llama-3.3-70B-Instruct-Turbo,Conventional
6d24033da46d01bdbfb4,20260923T102212_92fcf899:11,8,meta-llama/Llama-3.3-70B-Instruct-Turbo,Conventional
db9e174fc9ca985e20ca,20260923T102212_92fcf899:11,9,meta-llama/Llama-3.3-70B-Instruct-Turbo,Conventional
1cc83c1b30621ee35d19,20260923T102212_92fcf899:12,0,meta-llama/Llama-3.3-70B-Instruct-Turbo,Effective
9852315913f39d067d72,20260923T102212_92fcf899:12,1,meta-llama/Llama-3.3-70B-Instruct-Turbo,Effective
38baac9c2e8df461c4da,20260923T102212_92fcf899:12,2,meta-llama/Llama-3.3-70B-Instruct-Turbo,Effective
a4bb6382f0c95e9d0a9b,20260923T102212_92fcf899:12,3,meta-llama/Llama-3.3-70B-Instruct-Turbo,Effective
98057346342332d84d4d,20260923T102212_92fcf899:12,4,meta-llama/Llama-3.3-70B-Instruct-Turbo,Effective
a891d529e4a18deb9139,20260923T102212_92fcf899:12,5,meta-llama/Llama-3.3-70B-Instruct-Turbo,Effective
4f474ff3ee6ae41fcad6,20260923T102212_92fcf899:12,6,meta-llama/Llama-3.3-70B-Instruct-Turbo,Effective
61942eca5368ff1abb74,20260923T102212_92fcf899:12,7,meta-llama/Llama-3.3-70B-Instruct-Turbo,Effective
63d70ded219a631591f5,20260923T102212_92fcf899:12,8,meta-llama/Llama-3.3-70B-Instruct-Turbo,Effective
24a27da09c76b597fb80,20260923T102212_92fcf899:12,9,meta-llama/Llama-3.3-70B-Instruct-Turbo,Effective
0f4941d6250a30b33565,20260923T102212_92fcf899:13,0,meta-llama/Llama-3.3-70B-Instruct-Turbo,Boring
4a472ec99b5488c54b4f,20260923T102212_92fcf899:13,1,meta-llama/Llama-3.3-70B-Instruct-Turbo,Boring
f4cca79f2491a28400e4,20260923T102212_92fcf899:13,2,meta-llama/Llama-3.3-70B-Instruct-Turbo,Boring
17d630aa4335cfc65a21,20260923T102212_92fcf899:13,3,meta-llama/Llama-3.3-70B-Instruct-Turbo,Boring
50c6e524716ee63f592e,20260923T102212_92fcf899:13,4,meta-llama/Llama-3.3-70B-Instruct-Turbo,Boring
7c436457a36b73749cf7,20260923T102212_92fcf899:13,5,meta-llama/Llama-3.3-70B-Instruct-Turbo,Boring
fc66f47b54dd8d7ea901,20260923T102212_92fcf899:13,6,meta-llama/Llama-3.3-70B-Instruct-Turbo,Boring
5753d7934bfd40f72bda,20260923T102212_92fcf899:13,7,meta-llama/Llama-3.3-70B-Instruct-Turbo,Boring
b70aea9b8ca86a449a58,20260923T102212_92fcf899:13,8,meta-llama/Llama-3.3-70B-Instruct-Turbo,Boring
98b0421fe9afeafdb852,20260923T102212_92fcf899:13,9,meta-llama/Llama-3.3-70B-Instruct-Turbo,Boring
c81c4d23b679d32b3c17,20260923T102212_92fcf899:14,0,meta-llama/Llama-3.3-70B-Instruct-Turbo,Creative
838ffbf8dc5f893e7a7e,20260923T102212_92fcf899:14,1,meta-llama/Llama-3.3-70B-Instruct-Turbo,Creative
d48f0f1370c744c5f657,20260923T102212_92fcf899:14,2,meta-llama/Llama-3.3-70B-Instruct-Turbo,Creative
3f4779974253577a15a1,20260923T102212_92fcf899:14,3,meta-llama/Llama-3.3-70B-Instruct-Turbo,Creative
9850643070488e25b01d,20260923T102212_92fcf899:14,4,meta-llama/Llama-3.3-70B-Instruct-Turbo,Creative
4890e05cb9f115b18f0f,20260923T102212_92fcf899:14,5,meta-llama/Llama-3.3-70B-Instruct-Turbo,Creative
664d15cc6ab8e8c86844,20260923T102212_92fcf899:14,6,meta-llama/Llama-3.3-70B-Instruct-Turbo,Creative
906bb5a0304ec0c068e1,20260923T102212_92fcf899:14,7,meta-llama/Llama-3.3-70B-Instruct-Turbo,Creative
f58c2736b03b74fef1d3,20260923T102212_92fcf899:14,8,meta-llama/Llama-3.3-70B-Instruct-Turbo,Creative
96c88968fafc965d9707,20260923T102212_92fcf899:14,9,meta-llama/Llama-3.3-70B-Instruct-Turbo,Creative
c63cd7efa0b92a387dd4,20260923T102212_92fcf899:15,0,meta-llama/Llama-3.3-70B-Instruct-Turbo,Standard
9da9e8c6a753e0b1344e,20260923T102212_92fcf899:15,1,meta-llama/Llama-3.3-70B-Instruct-Turbo,Standard
49599720000a5d7e09bb,20260923T102212_92fcf899:15,2,meta-llama/Llama-3.3-70B-Instruct-Turbo,Standard
af13c06ba2bbf3bb1fa8,20260923T102212_92fcf899:15,3,meta-llama/Llama-3.3-70B-Instruct-Turbo,Standard
97dae14634c67c5fba4c,20260923T102212_92fcf899:15,4,meta-llama/Llama-3.3-70B-Instruct-Turbo,Standard
a668e88cfc6aaef40123,20260923T102212_92fcf899:15,5,meta-llama/Llama-3.3-70B-Instruct-Turbo,Standard
d9b9fd55216164633089,20260923T102212_92fcf899:15,6,meta-llama/Llama-3.3-70B-Instruct-Turbo,Standard
1f95f8abdd39df14704c,20260923T102212_92fcf899:15,7,meta-llama/Llama-3.3-70B-Instruct-Turbo,Standard
4e3b92718c155abe79ec,20260923T102212_92fcf899:15,8,meta-llama/Llama-3.3-70B-Instruct-Turbo,Standard
77a2fb1d0596f2e39065,20260923T102212_92fcf899:15,9,meta-llama/Llama-3.3-70B-Instruct-Turbo,Standard
59fe0aaf68818af572b1,20260923T102212_92fcf899:16,0,meta-llama/Llama-3.3-70B-Instruct-Turbo,Conventional
f1c8979b3560cd8c1e0b,20260923T102212_92fcf899:16,1,meta-llama/Llama-3.3-70B-Instruct-Turbo,Conventional
9b60c7758f0bb9a2d5c6,20260923T102212_92fcf899:16,2,meta-llama/Llama-3.3-70B-Instruct-Turbo,Conventional
0b301087b82465514e33,20260923T102212_92fcf899:16,3,meta-llama/Llama-3.3-70B-Instruct-Turbo,Conventional
095dae4ee1de5dbbece3,20260923T102212_92fcf899:16,4,meta-llama/Llama-3.3-70B-Instruct-Turbo,Conventional
ba47dd0dfb74cd8d1c78,20260923T102212_92fcf899:16,5,meta-llama/Llama-3.3-70B-Instruct-Turbo,Conventional
5f82d12ba2d7fe0c75a4,20260923T102212_92fcf899:16,6,meta-llama/Llama-3.3-70B-Instruct-Turbo,Conventional
1f0b6ccb7f53beaedf9b,20260923T102212_92fcf899:16,7,meta-llama/Llama-3.3-70B-Instruct-Turbo,Conventional
59b9520a766638f9dbde,20260923T102212_92fcf899:16,8,meta-llama/Llama-3.3-70B-Instruct-Turbo,Conventional
0da29f146eb40322ccfb,20260923T102212_92fcf899:16,9,meta-llama/Llama-3.3-70B-Instruct-Turbo,Conventional
a5d214cb8fb289e19453,20260923T102212_92fcf899:17,0,meta-llama/Llama-3.3-70B-Instruct-Turbo,Effective
efe3ae7b50b92db52719,20260923T102212_92fcf899:17,1,meta-llama/Llama-3.3-70B-Instruct-Turbo,Effective
4c0fd326c2aefefa763b,20260923T102212_92fcf899:17,2,meta-llama/Llama-3.3-70B-Instruct-Turbo,Effective
a0896d4d4ae84183866d,20260923T102212_92fcf899:17,3,meta-llama/Llama-3.3-70B-Instruct-Turbo,Effective
ea563f2a86618e76a3d5,20260923T102212_92fcf899:17,4,meta-llama/Llama-3.3-70B-Instruct-Turbo,Effective
6bb01959e4bbc8b8f2f9,20260923T102212_92fcf899:17,5,meta-llama/Llama-3.3-70B-Instruct-Turbo,Effective
2f3065b990760faa5f38,20260923T102212_92fcf899:17,6,meta-llama/Llama-3.3-70B-Instruct-Turbo,Effective
590f3f8e3996d0bd70bc,20260923T102212_92fcf899:17,7,meta-llama/Llama-3.3-70B-Instruct-Turbo,Effective
c588ffe365cb8eb07f8e,20260923T102212_92fcf899:17,8,meta-llama/Llama-3.3-70B-Instruct-Turbo,Effective
227a016562d8b312de87,20260923T102212_92fcf899:17,9,meta-llama/Llama-3.3-70B-Instruct-Turbo,Effective
9ad4e1a98cc5f4e8e53f,20260923T102212_92fcf899:18,0,meta-llama/Llama-3.3-70B-Instruct-Turbo,Boring
edd92a3f79437949b5a9,20260923T102212_92fcf899:18,1,meta-llama/Llama-3.3-70B-Instruct-Turbo,Boring
9c2fce69a4c9e8a155bc,20260923T102212_92fcf899:18,2,meta-llama/Llama-3.3-70B-Instruct-Turbo,Boring
a26d29f65b72d42dea93,20260923T102212_92fcf899:18,3,meta-llama/Llama-3.3-70B-Instruct-Turbo,Boring
f62e7af9033dd358e4f8,20260923T102212_92fcf899:18,4,meta-llama/Llama-3.3-70B-Instruct-Turbo,Boring
3c531a19e57e121b4868,20260923T102212_92fcf899:18,5,meta-llama/Llama-3.3-70B-Instruct-Turbo,Boring
9af67e8304bb784e2a9d,20260923T102212_92fcf899:18,6,meta-llama/Llama-3.3-70B-Instruct-Turbo,Boring
233ec21e403a903251c4,20260923T102212_92fcf899:18,7,meta-llama/Llama-3.3-70B-Instruct-Turbo,Boring
f289fb2c13d244b9368a,20260923T102212_92fcf899:18,8,meta-llama/Llama-3.3-70B-Instruct-Turbo,Boring
fb7478ae50843e23b44f,20260923T102212_92fcf899:18,9,meta-llama/Llama-3.3-70B-Instruct-Turbo,Boring
bda37946bf733a30d5c4,20260923T102212_92fcf899:19,0,meta-llama/Llama-3.3-70B-Instruct-Turbo,Creative
0459cb79e04e7134801b,20260923T102212_92fcf899:19,1,meta-llama/Llama-3.3-70B-Instruct-Turbo,Creative
c826f6bc2e1b709beda4,20260923T102212_92fcf899:19,2,meta-llama/Llama-3.3-70B-Instruct-Turbo,Creative
d9fa24ed00ff2bc67ba7,20260923T102212_92fcf899:19,3,meta-llama/Llama-3.3-70B-Instruct-Turbo,Creative
aba75806d633fdfe1125,20260923T102212_92fcf899:19,4,meta-llama/Llama-3.3-70B-Instruct-Turbo,Creative
e1b3930bebc2a71287a9,20260923T102212_92fcf899:19,5,meta-llama/Llama-3.3-70B-Instruct-Turbo,Creative
4addaff5fd382191c0ed,20260923T102212_92fcf899:19,6,meta-llama/Llama-3.3-70B-Instruct-Turbo,Creative
69905950e2702ebf5a39,20260923T102212_92fcf899:19,7,meta-llama/Llama-3.3-70B-Instruct-Turbo,Creative
9d3e155b133486f6b87c,20260923T102212_92fcf899:19,8,meta-llama/Llama-3.3-70B-Instruct-Turbo,Creative
1793fa8d430892f9a66f,20260923T102212_92fcf899:19,9,meta-llama/Llama-3.3-70B-Instruct-Turbo,Creative
676a545a6b12c10cc7a5,20260923T102212_92fcf899:20,0,meta-llama/Llama-3.3-70B-Instruct-Turbo,Standard
e9f145e9c2dcd39e668f,20260923T102212_92fcf899:20,1,meta-llama/Llama-3.3-70B-Instruct-Turbo,Standard
c8e506660ffda251d6bf,20260923T102212_92fcf899:20,2,meta-llama/Llama-3.3-70B-Instruct-Turbo,Standard
c9d83ded5ceb5f2c3ca4,20260923T102212_92fcf899:20,3,meta-llama/Llama-3.3-70B-Instruct-Turbo,Standard
851e3209ded16745c239,20260923T102212_92fcf899:20,4,meta-llama/Llama-3.3-70B-Instruct-Turbo,Standard
ed229b807ac3a9bb2f92,20260923T102212_92fcf899:20,5,meta-llama/Llama-3.3-70B-Instruct-Turbo,Standard
359c71658c9038f829e8,20260923T102212_92fcf899:20,6,meta-llama/Llama-3.3-70B-Instruct-Turbo,Standard
00e7920fcd326a53e513,20260923T102212_92fcf899:20,7,meta-llama/Llama-3.3-70B-Instruct-Turbo,Standard
5f494377b4f6dca0d08b,20260923T102212_92fcf899:20,8,meta-llama/Llama-3.3-70B-Instruct-Turbo,Standard
8162eabacad16ce5dbd3,20260923T102212_92fcf899:20,9,meta-llama/Llama-3.3-70B-Instruct-Turbo,Standard
d7acfa6feb98ced44275,20260923T102212_92fcf899:21,0,meta-llama/Llama-3.3-70B-Instruct-Turbo,Conventional
bd8f5dde2e6eb035ff34,20260923T102212_92fcf899:21,1,meta-llama/Llama-3.3-70B-Instruct-Turbo,Conventional
05f12808309e18fe75f9,20260923T102212_92fcf899:21,2,meta-llama/Llama-3.3-70B-Instruct-Turbo,Conventional
048953f216ad638086b7,20260923T102212_92fcf899:21,3,meta-llama/Llama-3.3-70B-Instruct-Turbo,Conventional
9e44163c71b66eb5b424,20260923T102212_92fcf899:21,4,meta-llama/Llama-3.3-70B-Instruct-Turbo,Conventional
a97297b2a6c8b6a1b1f7,20260923T102212_92fcf899:21,5,meta-llama/Llama-3.3-70B-Instruct-Turbo,Conventional
cfce870da6a83e93f011,20260923T102212_92fcf899:21,6,meta-llama/Llama-3.3-70B-Instruct-Turbo,Conventional
248f3df011ee6f09eedd,20260923T102212_92fcf899:21,7,meta-llama/Llama-3.3-70B-Instruct-Turbo,Conventional
660592ca5dcd07b2fe2f,20260923T102212_92fcf899:21,8,meta-llama/Llama-3.3-70B-Instruct-Turbo,Conventional
ac88a85e5f23ad84fba4,20260923T102212_92fcf899:21,9,meta-llama/Llama-3.3-70B-Instruct-Turbo,Conventional
f223fad6b22d658471d5,20260923T102212_92fcf899:22,0,meta-llama/Llama-3.3-70B-Instruct-Turbo,Effective
ede4531a2f8f041f69b2,20260923T102212_92fcf899:22,1,meta-llama/Llama-3.3-70B-Instruct-Turbo,Effective
