Model,Task,Instruction,Item,Condition,Prompt,Response,Short_Model,Parsed_Ideas,Originality_Score,DB_Rarity_Score,Novelty_Score
google/gemma-4-31b-it,Alternative Uses Task,List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.,Book,Creative,"Task: List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.
Target: Book
Condition: Be creative.","
1. Doorstop
2. Press for dried flowers
3. Platform for a monitor
4. Secret hiding spot for valuables
5. Weight for baking dough
6. Prop for a painting canvas
7. Improvised step stool
8. Decorative coffee table centerpiece
9. Heat diffuser for a pot
10. Paperweight for blueprints",gemma-4-31b-it,Weight for baking dough,1.0027281,0.9985528219971056,5.521460917862246
google/gemma-4-31b-it,Alternative Uses Task,List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.,Book,Creative,"Task: List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.
Target: Book
Condition: Be creative.","
1. Doorstop
2. Press for dried flowers
3. Platform for a monitor
4. Secret hiding spot for valuables
5. Weight for baking dough
6. Prop for a painting canvas
7. Improvised step stool
8. Decorative coffee table centerpiece
9. Heat diffuser for a pot
10. Paperweight for blueprints",gemma-4-31b-it,Prop for a painting canvas,0.8783381,0.9913169319826338,5.521460917862246
google/gemma-4-31b-it,Alternative Uses Task,List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.,Book,Creative,"Task: List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.
Target: Book
Condition: Be creative.","
1. Doorstop
2. Press for dried flowers
3. Platform for a monitor
4. Secret hiding spot for valuables
5. Weight for baking dough
6. Prop for a painting canvas
7. Improvised step stool
8. Decorative coffee table centerpiece
9. Heat diffuser for a pot
10. Paperweight for blueprints",gemma-4-31b-it,Improvised step stool,0.8841637,0.9869753979739508,4.422848629194137
google/gemma-4-31b-it,Alternative Uses Task,List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.,Book,Creative,"Task: List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.
Target: Book
Condition: Be creative.","
1. Doorstop
2. Press for dried flowers
3. Platform for a monitor
4. Secret hiding spot for valuables
5. Weight for baking dough
6. Prop for a painting canvas
7. Improvised step stool
8. Decorative coffee table centerpiece
9. Heat diffuser for a pot
10. Paperweight for blueprints",gemma-4-31b-it,Decorative coffee table centerpiece,0.872843,0.9869753979739508,4.8283137373023015
google/gemma-4-31b-it,Alternative Uses Task,List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.,Book,Creative,"Task: List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.
Target: Book
Condition: Be creative.","
1. Doorstop
2. Press for dried flowers
3. Platform for a monitor
4. Secret hiding spot for valuables
5. Weight for baking dough
6. Prop for a painting canvas
7. Improvised step stool
8. Decorative coffee table centerpiece
9. Heat diffuser for a pot
10. Paperweight for blueprints",gemma-4-31b-it,Heat diffuser for a pot,0.9396271,1.0,5.521460917862246
google/gemma-4-31b-it,Alternative Uses Task,List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.,Book,Creative,"Task: List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.
Target: Book
Condition: Be creative.","
1. Doorstop
2. Press for dried flowers
3. Platform for a monitor
4. Secret hiding spot for valuables
5. Weight for baking dough
6. Prop for a painting canvas
7. Improvised step stool
8. Decorative coffee table centerpiece
9. Heat diffuser for a pot
10. Paperweight for blueprints",gemma-4-31b-it,Paperweight for blueprints,0.83813703,0.9565846599131693,2.882403588246988
google/gemma-4-31b-it,Alternative Uses Task,List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.,Book,Effective,"Task: List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.
Target: Book
Condition: Be effective.","
1. Reading
2. Learning
3. Doorstop
4. Pressing flowers
5. Paperweight
6. Shelf decoration
7. Journaling
8. Bed riser
9. Leveling furniture
10. Kindle/Tablet stand",gemma-4-31b-it,Reading,0.47745407,0.9681620839363242,2.5257286443082556
google/gemma-4-31b-it,Alternative Uses Task,List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.,Book,Effective,"Task: List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.
Target: Book
Condition: Be effective.","
1. Reading
2. Learning
3. Doorstop
4. Pressing flowers
5. Paperweight
6. Shelf decoration
7. Journaling
8. Bed riser
9. Leveling furniture
10. Kindle/Tablet stand",gemma-4-31b-it,Learning,0.70564955,0.9826338639652678,2.4769384801388235
google/gemma-4-31b-it,Alternative Uses Task,List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.,Book,Effective,"Task: List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.
Target: Book
Condition: Be effective.","
1. Reading
2. Learning
3. Doorstop
4. Pressing flowers
5. Paperweight
6. Shelf decoration
7. Journaling
8. Bed riser
9. Leveling furniture
10. Kindle/Tablet stand",gemma-4-31b-it,Doorstop,0.78839004,0.9175108538350217,3.036554268074246
google/gemma-4-31b-it,Alternative Uses Task,List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.,Book,Effective,"Task: List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.
Target: Book
Condition: Be effective.","
1. Reading
2. Learning
3. Doorstop
4. Pressing flowers
5. Paperweight
6. Shelf decoration
7. Journaling
8. Bed riser
9. Leveling furniture
10. Kindle/Tablet stand",gemma-4-31b-it,Pressing flowers,0.9147901,0.9985528219971056,4.422848629194137
google/gemma-4-31b-it,Alternative Uses Task,List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.,Book,Effective,"Task: List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.
Target: Book
Condition: Be effective.","
1. Reading
2. Learning
3. Doorstop
4. Pressing flowers
5. Paperweight
6. Shelf decoration
7. Journaling
8. Bed riser
9. Leveling furniture
10. Kindle/Tablet stand",gemma-4-31b-it,Paperweight,0.71668804,0.9435600578871202,2.882403588246988
google/gemma-4-31b-it,Alternative Uses Task,List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.,Book,Effective,"Task: List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.
Target: Book
Condition: Be effective.","
1. Reading
2. Learning
3. Doorstop
4. Pressing flowers
5. Paperweight
6. Shelf decoration
7. Journaling
8. Bed riser
9. Leveling furniture
10. Kindle/Tablet stand",gemma-4-31b-it,Shelf decoration,0.7878919,0.9609261939218524,4.135166556742356
google/gemma-4-31b-it,Alternative Uses Task,List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.,Book,Effective,"Task: List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.
Target: Book
Condition: Be effective.","
1. Reading
2. Learning
3. Doorstop
4. Pressing flowers
5. Paperweight
6. Shelf decoration
7. Journaling
8. Bed riser
9. Leveling furniture
10. Kindle/Tablet stand",gemma-4-31b-it,Journaling,0.7567301,0.9898697539797395,5.521460917862246
google/gemma-4-31b-it,Alternative Uses Task,List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.,Book,Effective,"Task: List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.
Target: Book
Condition: Be effective.","
1. Reading
2. Learning
3. Doorstop
4. Pressing flowers
5. Paperweight
6. Shelf decoration
7. Journaling
8. Bed riser
9. Leveling furniture
10. Kindle/Tablet stand",gemma-4-31b-it,Bed riser,0.907182,0.9985528219971056,5.521460917862246
google/gemma-4-31b-it,Alternative Uses Task,List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.,Book,Effective,"Task: List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.
Target: Book
Condition: Be effective.","
1. Reading
2. Learning
3. Doorstop
4. Pressing flowers
5. Paperweight
6. Shelf decoration
7. Journaling
8. Bed riser
9. Leveling furniture
10. Kindle/Tablet stand",gemma-4-31b-it,Leveling furniture,0.95931166,0.9609261939218524,3.912023005428146
google/gemma-4-31b-it,Alternative Uses Task,List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.,Book,Effective,"Task: List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.
Target: Book
Condition: Be effective.","
1. Reading
2. Learning
3. Doorstop
4. Pressing flowers
5. Paperweight
6. Shelf decoration
7. Journaling
8. Bed riser
9. Leveling furniture
10. Kindle/Tablet stand",gemma-4-31b-it,Kindle/Tablet stand,0.7695402,0.9913169319826338,4.8283137373023015
google/gemma-4-31b-it,Alternative Uses Task,List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.,Book,Boring,"Task: List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.
Target: Book
Condition: Be boring.","
1. Reading
2. Holding a door open
3. Leveling a table
4. Paperweight
5. Storage for a pressed leaf
6. Shelf filler
7. Surface for a coffee mug
8. Doorstop
9. Writing on the margins
10. Dust collector",gemma-4-31b-it,Reading,0.47745407,0.9681620839363242,2.5257286443082556
google/gemma-4-31b-it,Alternative Uses Task,List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.,Book,Boring,"Task: List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.
Target: Book
Condition: Be boring.","
1. Reading
2. Holding a door open
3. Leveling a table
4. Paperweight
5. Storage for a pressed leaf
6. Shelf filler
7. Surface for a coffee mug
8. Doorstop
9. Writing on the margins
10. Dust collector",gemma-4-31b-it,Holding a door open,0.8592051,0.914616497829233,4.135166556742356
google/gemma-4-31b-it,Alternative Uses Task,List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.,Book,Boring,"Task: List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.
Target: Book
Condition: Be boring.","
1. Reading
2. Holding a door open
3. Leveling a table
4. Paperweight
5. Storage for a pressed leaf
6. Shelf filler
7. Surface for a coffee mug
8. Doorstop
9. Writing on the margins
10. Dust collector",gemma-4-31b-it,Leveling a table,0.9884003,0.9696092619392185,3.912023005428146
google/gemma-4-31b-it,Alternative Uses Task,List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.,Book,Boring,"Task: List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.
Target: Book
Condition: Be boring.","
1. Reading
2. Holding a door open
3. Leveling a table
4. Paperweight
5. Storage for a pressed leaf
6. Shelf filler
7. Surface for a coffee mug
8. Doorstop
9. Writing on the margins
10. Dust collector",gemma-4-31b-it,Paperweight,0.71668804,0.9435600578871202,2.882403588246988
google/gemma-4-31b-it,Alternative Uses Task,List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.,Book,Boring,"Task: List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.
Target: Book
Condition: Be boring.","
1. Reading
2. Holding a door open
3. Leveling a table
4. Paperweight
5. Storage for a pressed leaf
6. Shelf filler
7. Surface for a coffee mug
8. Doorstop
9. Writing on the margins
10. Dust collector",gemma-4-31b-it,Storage for a pressed leaf,0.9239888,1.0,5.521460917862246
google/gemma-4-31b-it,Alternative Uses Task,List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.,Book,Boring,"Task: List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.
Target: Book
Condition: Be boring.","
1. Reading
2. Holding a door open
3. Leveling a table
4. Paperweight
5. Storage for a pressed leaf
6. Shelf filler
7. Surface for a coffee mug
8. Doorstop
9. Writing on the margins
10. Dust collector",gemma-4-31b-it,Shelf filler,0.72964764,0.9782923299565847,4.135166556742356
google/gemma-4-31b-it,Alternative Uses Task,List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.,Book,Boring,"Task: List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.
Target: Book
Condition: Be boring.","
1. Reading
2. Holding a door open
3. Leveling a table
4. Paperweight
5. Storage for a pressed leaf
6. Shelf filler
7. Surface for a coffee mug
8. Doorstop
9. Writing on the margins
10. Dust collector",gemma-4-31b-it,Surface for a coffee mug,0.9010455,0.9985528219971056,5.521460917862246
google/gemma-4-31b-it,Alternative Uses Task,List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.,Book,Boring,"Task: List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.
Target: Book
Condition: Be boring.","
1. Reading
2. Holding a door open
3. Leveling a table
4. Paperweight
5. Storage for a pressed leaf
6. Shelf filler
7. Surface for a coffee mug
8. Doorstop
9. Writing on the margins
10. Dust collector",gemma-4-31b-it,Doorstop,0.78839004,0.9175108538350217,3.036554268074246
google/gemma-4-31b-it,Alternative Uses Task,List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.,Book,Boring,"Task: List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.
Target: Book
Condition: Be boring.","
1. Reading
2. Holding a door open
3. Leveling a table
4. Paperweight
5. Storage for a pressed leaf
6. Shelf filler
7. Surface for a coffee mug
8. Doorstop
9. Writing on the margins
10. Dust collector",gemma-4-31b-it,Writing on the margins,0.89747876,1.0,5.521460917862246
google/gemma-4-31b-it,Alternative Uses Task,List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.,Book,Boring,"Task: List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.
Target: Book
Condition: Be boring.","
1. Reading
2. Holding a door open
3. Leveling a table
4. Paperweight
5. Storage for a pressed leaf
6. Shelf filler
7. Surface for a coffee mug
8. Doorstop
9. Writing on the margins
10. Dust collector",gemma-4-31b-it,Dust collector,0.88501287,1.0,4.422848629194137
google/gemma-4-31b-it,Alternative Uses Task,List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.,Book,Conventional,"Task: List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.
Target: Book
Condition: Be conventional.","
1. Reading
2. Learning
3. Studying
4. Entertainment
5. Research
6. Reference
7. Storytelling
8. Record keeping
9. Note taking
10. Decoration",gemma-4-31b-it,Reading,0.47745407,0.9681620839363242,2.5257286443082556
google/gemma-4-31b-it,Alternative Uses Task,List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.,Book,Conventional,"Task: List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.
Target: Book
Condition: Be conventional.","
1. Reading
2. Learning
3. Studying
4. Entertainment
5. Research
6. Reference
7. Storytelling
8. Record keeping
9. Note taking
10. Decoration",gemma-4-31b-it,Learning,0.70564955,0.9826338639652678,2.4769384801388235
google/gemma-4-31b-it,Alternative Uses Task,List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.,Book,Conventional,"Task: List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.
Target: Book
Condition: Be conventional.","
1. Reading
2. Learning
3. Studying
4. Entertainment
5. Research
6. Reference
7. Storytelling
8. Record keeping
9. Note taking
10. Decoration",gemma-4-31b-it,Studying,0.7223213,0.9855282199710564,2.4769384801388235
google/gemma-4-31b-it,Alternative Uses Task,List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.,Book,Conventional,"Task: List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.
Target: Book
Condition: Be conventional.","
1. Reading
2. Learning
3. Studying
4. Entertainment
5. Research
6. Reference
7. Storytelling
8. Record keeping
9. Note taking
10. Decoration",gemma-4-31b-it,Entertainment,0.7018818,0.9985528219971056,2.5257286443082556
google/gemma-4-31b-it,Alternative Uses Task,List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.,Book,Conventional,"Task: List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.
Target: Book
Condition: Be conventional.","
1. Reading
2. Learning
3. Studying
4. Entertainment
5. Research
6. Reference
7. Storytelling
8. Record keeping
9. Note taking
10. Decoration",gemma-4-31b-it,Research,0.7222255,0.9985528219971056,2.882403588246988
google/gemma-4-31b-it,Alternative Uses Task,List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.,Book,Conventional,"Task: List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.
Target: Book
Condition: Be conventional.","
1. Reading
2. Learning
3. Studying
4. Entertainment
5. Research
6. Reference
7. Storytelling
8. Record keeping
9. Note taking
10. Decoration",gemma-4-31b-it,Reference,0.6060508,0.9985528219971056,3.4420193761824107
google/gemma-4-31b-it,Alternative Uses Task,List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.,Book,Conventional,"Task: List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.
Target: Book
Condition: Be conventional.","
1. Reading
2. Learning
3. Studying
4. Entertainment
5. Research
6. Reference
7. Storytelling
8. Record keeping
9. Note taking
10. Decoration",gemma-4-31b-it,Storytelling,0.6495335,0.9956584659913169,5.521460917862246
google/gemma-4-31b-it,Alternative Uses Task,List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.,Book,Conventional,"Task: List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.
Target: Book
Condition: Be conventional.","
1. Reading
2. Learning
3. Studying
4. Entertainment
5. Research
6. Reference
7. Storytelling
8. Record keeping
9. Note taking
10. Decoration",gemma-4-31b-it,Record keeping,0.8050109,1.0,4.8283137373023015
google/gemma-4-31b-it,Alternative Uses Task,List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.,Book,Conventional,"Task: List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.
Target: Book
Condition: Be conventional.","
1. Reading
2. Learning
3. Studying
4. Entertainment
5. Research
6. Reference
7. Storytelling
8. Record keeping
9. Note taking
10. Decoration",gemma-4-31b-it,Note taking,0.7411765,0.9884225759768451,5.521460917862246
google/gemma-4-31b-it,Alternative Uses Task,List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.,Book,Conventional,"Task: List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.
Target: Book
Condition: Be conventional.","
1. Reading
2. Learning
3. Studying
4. Entertainment
5. Research
6. Reference
7. Storytelling
8. Record keeping
9. Note taking
10. Decoration",gemma-4-31b-it,Decoration,0.7356919,0.959479015918958,2.8134107167600364
google/gemma-4-31b-it,Alternative Uses Task,List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.,Fork,Standard,"Task: List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.
Target: Fork","
1. Eating food
2. Tending garden soil
3. Whisking eggs
4. Shredding meat
5. Testing cake doneness
6. Holding a slice of pizza
7. Removing a stuck lid
8. Combing small areas of hair
9. Creating textures in clay
10. Serving pasta",gemma-4-31b-it,Eating food,0.7331341,0.8639275766016713,0.7174398731289898
google/gemma-4-31b-it,Alternative Uses Task,List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.,Fork,Standard,"Task: List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.
Target: Fork","
1. Eating food
2. Tending garden soil
3. Whisking eggs
4. Shredding meat
5. Testing cake doneness
6. Holding a slice of pizza
7. Removing a stuck lid
8. Combing small areas of hair
9. Creating textures in clay
10. Serving pasta",gemma-4-31b-it,Tending garden soil,0.9666679,0.9933147632311977,5.521460917862246
google/gemma-4-31b-it,Alternative Uses Task,List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.,Fork,Standard,"Task: List exactly 10 uses for the following object. Provide only a numbered list (1-10) with the use and without explanations.
Target: Fork","
1. Eating food
2. Tending garden soil
3. Whisking eggs
4. Shredding meat
5. Testing cake doneness
6. Holding a slice of pizza
7. Removing a stuck lid
8. Combing small areas of hair
9. Creating textures in clay
10. Serving pasta",gemma-4-31b-it,Whisking eggs,0.8312887,0.9981894150417827,3.912023005428146
