Model,Task,Instruction,Item,Condition,Prompt,Response,Short_Model,Parsed_Ideas,Originality_Score,DB_Rarity_Score,Novelty_Score
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Book,Creative,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Book
Condition: Be creative.","1. Doorstop
2. Press for dried flowers
3. Shelf riser
4. Hidden safe
5. Yoga block
6. Improvised hammer
7. Laptop stand
8. Pasta drying rack
9. Leveling shim for furniture
10. Art canvas",gemma-4-31b-it,Hidden safe,0.7927619,0.0,3.58351893845611
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Book,Creative,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Book
Condition: Be creative.","1. Doorstop
2. Press for dried flowers
3. Shelf riser
4. Hidden safe
5. Yoga block
6. Improvised hammer
7. Laptop stand
8. Pasta drying rack
9. Leveling shim for furniture
10. Art canvas",gemma-4-31b-it,Yoga block,0.8674539,0.0,4.499809670330265
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Book,Creative,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Book
Condition: Be creative.","1. Doorstop
2. Press for dried flowers
3. Shelf riser
4. Hidden safe
5. Yoga block
6. Improvised hammer
7. Laptop stand
8. Pasta drying rack
9. Leveling shim for furniture
10. Art canvas",gemma-4-31b-it,Improvised hammer,0.8706408,0.0,5.19295685089021
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Book,Creative,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Book
Condition: Be creative.","1. Doorstop
2. Press for dried flowers
3. Shelf riser
4. Hidden safe
5. Yoga block
6. Improvised hammer
7. Laptop stand
8. Pasta drying rack
9. Leveling shim for furniture
10. Art canvas",gemma-4-31b-it,Laptop stand,0.89050525,0.0,2.4203681286504293
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Book,Creative,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Book
Condition: Be creative.","1. Doorstop
2. Press for dried flowers
3. Shelf riser
4. Hidden safe
5. Yoga block
6. Improvised hammer
7. Laptop stand
8. Pasta drying rack
9. Leveling shim for furniture
10. Art canvas",gemma-4-31b-it,Pasta drying rack,0.921471,0.0,5.19295685089021
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Book,Creative,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Book
Condition: Be creative.","1. Doorstop
2. Press for dried flowers
3. Shelf riser
4. Hidden safe
5. Yoga block
6. Improvised hammer
7. Laptop stand
8. Pasta drying rack
9. Leveling shim for furniture
10. Art canvas",gemma-4-31b-it,Leveling shim for furniture,0.99013287,0.0,3.58351893845611
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Book,Creative,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Book
Condition: Be creative.","1. Doorstop
2. Press for dried flowers
3. Shelf riser
4. Hidden safe
5. Yoga block
6. Improvised hammer
7. Laptop stand
8. Pasta drying rack
9. Leveling shim for furniture
10. Art canvas",gemma-4-31b-it,Art canvas,0.72547495,0.0,4.499809670330265
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Book,Effective,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Book
Condition: Be effective.","1. Doorstop
2. Press for dried flowers
3. Laptop riser
4. Leveling shim for furniture
5. Hidden safe
6. Weights for painting canvas
7. Shelf spacer
8. Improvised step stool
9. Pillow support
10. Heat diffuser for hot pans",gemma-4-31b-it,Doorstop,0.7883899,0.0,2.70805020110221
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Book,Effective,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Book
Condition: Be effective.","1. Doorstop
2. Press for dried flowers
3. Laptop riser
4. Leveling shim for furniture
5. Hidden safe
6. Weights for painting canvas
7. Shelf spacer
8. Improvised step stool
9. Pillow support
10. Heat diffuser for hot pans",gemma-4-31b-it,Press for dried flowers,0.9501327,0.0,3.1135153092103742
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Book,Effective,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Book
Condition: Be effective.","1. Doorstop
2. Press for dried flowers
3. Laptop riser
4. Leveling shim for furniture
5. Hidden safe
6. Weights for painting canvas
7. Shelf spacer
8. Improvised step stool
9. Pillow support
10. Heat diffuser for hot pans",gemma-4-31b-it,Laptop riser,0.91854817,0.0,2.4203681286504293
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Book,Effective,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Book
Condition: Be effective.","1. Doorstop
2. Press for dried flowers
3. Laptop riser
4. Leveling shim for furniture
5. Hidden safe
6. Weights for painting canvas
7. Shelf spacer
8. Improvised step stool
9. Pillow support
10. Heat diffuser for hot pans",gemma-4-31b-it,Leveling shim for furniture,0.99013287,0.0,3.58351893845611
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Book,Effective,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Book
Condition: Be effective.","1. Doorstop
2. Press for dried flowers
3. Laptop riser
4. Leveling shim for furniture
5. Hidden safe
6. Weights for painting canvas
7. Shelf spacer
8. Improvised step stool
9. Pillow support
10. Heat diffuser for hot pans",gemma-4-31b-it,Hidden safe,0.7927619,0.0,3.58351893845611
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Book,Effective,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Book
Condition: Be effective.","1. Doorstop
2. Press for dried flowers
3. Laptop riser
4. Leveling shim for furniture
5. Hidden safe
6. Weights for painting canvas
7. Shelf spacer
8. Improvised step stool
9. Pillow support
10. Heat diffuser for hot pans",gemma-4-31b-it,Weights for painting canvas,0.9289389,0.0,5.19295685089021
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Book,Effective,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Book
Condition: Be effective.","1. Doorstop
2. Press for dried flowers
3. Laptop riser
4. Leveling shim for furniture
5. Hidden safe
6. Weights for painting canvas
7. Shelf spacer
8. Improvised step stool
9. Pillow support
10. Heat diffuser for hot pans",gemma-4-31b-it,Shelf spacer,0.8337728,0.0,2.4203681286504293
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Book,Effective,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Book
Condition: Be effective.","1. Doorstop
2. Press for dried flowers
3. Laptop riser
4. Leveling shim for furniture
5. Hidden safe
6. Weights for painting canvas
7. Shelf spacer
8. Improvised step stool
9. Pillow support
10. Heat diffuser for hot pans",gemma-4-31b-it,Improvised step stool,0.8841637,0.0,3.58351893845611
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Book,Effective,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Book
Condition: Be effective.","1. Doorstop
2. Press for dried flowers
3. Laptop riser
4. Leveling shim for furniture
5. Hidden safe
6. Weights for painting canvas
7. Shelf spacer
8. Improvised step stool
9. Pillow support
10. Heat diffuser for hot pans",gemma-4-31b-it,Pillow support,0.8710264,0.0,3.8066624897703196
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Book,Effective,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Book
Condition: Be effective.","1. Doorstop
2. Press for dried flowers
3. Laptop riser
4. Leveling shim for furniture
5. Hidden safe
6. Weights for painting canvas
7. Shelf spacer
8. Improvised step stool
9. Pillow support
10. Heat diffuser for hot pans",gemma-4-31b-it,Heat diffuser for hot pans,0.9779411,0.0,5.19295685089021
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Book,Boring,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Book
Condition: Be boring.","1. Doorstop
2. Paperweight
3. Shelf spacer
4. Leveling shim
5. Table riser
6. Dust collector
7. Drawer filler
8. Box padding
9. Surface protector
10. Wall lean-to",gemma-4-31b-it,Doorstop,0.78839004,0.0,2.70805020110221
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Book,Boring,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Book
Condition: Be boring.","1. Doorstop
2. Paperweight
3. Shelf spacer
4. Leveling shim
5. Table riser
6. Dust collector
7. Drawer filler
8. Box padding
9. Surface protector
10. Wall lean-to",gemma-4-31b-it,Paperweight,0.71668804,0.0,1.7272209480904839
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Book,Boring,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Book
Condition: Be boring.","1. Doorstop
2. Paperweight
3. Shelf spacer
4. Leveling shim
5. Table riser
6. Dust collector
7. Drawer filler
8. Box padding
9. Surface protector
10. Wall lean-to",gemma-4-31b-it,Shelf spacer,0.8337728,0.0,2.4203681286504293
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Book,Boring,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Book
Condition: Be boring.","1. Doorstop
2. Paperweight
3. Shelf spacer
4. Leveling shim
5. Table riser
6. Dust collector
7. Drawer filler
8. Box padding
9. Surface protector
10. Wall lean-to",gemma-4-31b-it,Leveling shim,1.003585,0.0,3.58351893845611
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Book,Boring,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Book
Condition: Be boring.","1. Doorstop
2. Paperweight
3. Shelf spacer
4. Leveling shim
5. Table riser
6. Dust collector
7. Drawer filler
8. Box padding
9. Surface protector
10. Wall lean-to",gemma-4-31b-it,Table riser,0.8748371,0.0,2.4203681286504293
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Book,Boring,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Book
Condition: Be boring.","1. Doorstop
2. Paperweight
3. Shelf spacer
4. Leveling shim
5. Table riser
6. Dust collector
7. Drawer filler
8. Box padding
9. Surface protector
10. Wall lean-to",gemma-4-31b-it,Dust collector,0.88501287,0.0,4.499809670330265
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Book,Boring,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Book
Condition: Be boring.","1. Doorstop
2. Paperweight
3. Shelf spacer
4. Leveling shim
5. Table riser
6. Dust collector
7. Drawer filler
8. Box padding
9. Surface protector
10. Wall lean-to",gemma-4-31b-it,Drawer filler,0.844866,0.0,4.499809670330265
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Book,Boring,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Book
Condition: Be boring.","1. Doorstop
2. Paperweight
3. Shelf spacer
4. Leveling shim
5. Table riser
6. Dust collector
7. Drawer filler
8. Box padding
9. Surface protector
10. Wall lean-to",gemma-4-31b-it,Box padding,0.9541563,0.0,5.19295685089021
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Book,Boring,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Book
Condition: Be boring.","1. Doorstop
2. Paperweight
3. Shelf spacer
4. Leveling shim
5. Table riser
6. Dust collector
7. Drawer filler
8. Box padding
9. Surface protector
10. Wall lean-to",gemma-4-31b-it,Surface protector,0.8938292,0.0,5.19295685089021
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Book,Boring,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Book
Condition: Be boring.","1. Doorstop
2. Paperweight
3. Shelf spacer
4. Leveling shim
5. Table riser
6. Dust collector
7. Drawer filler
8. Box padding
9. Surface protector
10. Wall lean-to",gemma-4-31b-it,Wall lean-to,0.89595276,0.0,5.19295685089021
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Book,Conventional,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Book
Condition: Be conventional.","1. Doorstop
2. Press for drying flowers
3. Shelf riser
4. Leveling shim for furniture
5. Secret storage compartment
6. Paperweight
7. Decorative display piece
8. Pillow support
9. Handrest for writing
10. Coaster for a lamp",gemma-4-31b-it,Doorstop,0.78839004,0.0,2.70805020110221
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Book,Conventional,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Book
Condition: Be conventional.","1. Doorstop
2. Press for drying flowers
3. Shelf riser
4. Leveling shim for furniture
5. Secret storage compartment
6. Paperweight
7. Decorative display piece
8. Pillow support
9. Handrest for writing
10. Coaster for a lamp",gemma-4-31b-it,Press for drying flowers,0.9548137,0.0,3.1135153092103742
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Book,Conventional,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Book
Condition: Be conventional.","1. Doorstop
2. Press for drying flowers
3. Shelf riser
4. Leveling shim for furniture
5. Secret storage compartment
6. Paperweight
7. Decorative display piece
8. Pillow support
9. Handrest for writing
10. Coaster for a lamp",gemma-4-31b-it,Shelf riser,0.8638512,0.0,2.4203681286504293
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Book,Conventional,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Book
Condition: Be conventional.","1. Doorstop
2. Press for drying flowers
3. Shelf riser
4. Leveling shim for furniture
5. Secret storage compartment
6. Paperweight
7. Decorative display piece
8. Pillow support
9. Handrest for writing
10. Coaster for a lamp",gemma-4-31b-it,Leveling shim for furniture,0.99013287,0.0,3.58351893845611
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Book,Conventional,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Book
Condition: Be conventional.","1. Doorstop
2. Press for drying flowers
3. Shelf riser
4. Leveling shim for furniture
5. Secret storage compartment
6. Paperweight
7. Decorative display piece
8. Pillow support
9. Handrest for writing
10. Coaster for a lamp",gemma-4-31b-it,Secret storage compartment,0.7962564,0.0,3.58351893845611
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Book,Conventional,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Book
Condition: Be conventional.","1. Doorstop
2. Press for drying flowers
3. Shelf riser
4. Leveling shim for furniture
5. Secret storage compartment
6. Paperweight
7. Decorative display piece
8. Pillow support
9. Handrest for writing
10. Coaster for a lamp",gemma-4-31b-it,Paperweight,0.71668804,0.0,1.7272209480904839
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Book,Conventional,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Book
Condition: Be conventional.","1. Doorstop
2. Press for drying flowers
3. Shelf riser
4. Leveling shim for furniture
5. Secret storage compartment
6. Paperweight
7. Decorative display piece
8. Pillow support
9. Handrest for writing
10. Coaster for a lamp",gemma-4-31b-it,Decorative display piece,0.7808647,0.0,1.7272209480904839
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Book,Conventional,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Book
Condition: Be conventional.","1. Doorstop
2. Press for drying flowers
3. Shelf riser
4. Leveling shim for furniture
5. Secret storage compartment
6. Paperweight
7. Decorative display piece
8. Pillow support
9. Handrest for writing
10. Coaster for a lamp",gemma-4-31b-it,Pillow support,0.8710264,0.0,3.8066624897703196
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Book,Conventional,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Book
Condition: Be conventional.","1. Doorstop
2. Press for drying flowers
3. Shelf riser
4. Leveling shim for furniture
5. Secret storage compartment
6. Paperweight
7. Decorative display piece
8. Pillow support
9. Handrest for writing
10. Coaster for a lamp",gemma-4-31b-it,Handrest for writing,0.8354465,0.0,5.19295685089021
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Book,Conventional,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Book
Condition: Be conventional.","1. Doorstop
2. Press for drying flowers
3. Shelf riser
4. Leveling shim for furniture
5. Secret storage compartment
6. Paperweight
7. Decorative display piece
8. Pillow support
9. Handrest for writing
10. Coaster for a lamp",gemma-4-31b-it,Coaster for a lamp,0.838577,0.0,4.0943445622221
