Model,Task,Instruction,Item,Condition,Prompt,Response
openai/gpt-oss-20b,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Towel,Standard,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Towel","
1. Makeshift sling for a minor injury  
2. Windscreen for a small scooter or bike  
3. Temporary dog leash for a short walk  
4. Cover for a solar oven to trap heat  
5. Light diffuser for a DIY projector screen  
6. Strap for a lightweight hammock or hammock swing  
7. Dust cover for electronic equipment during transport  
8. Heat shield for a pot or pan in a stove‑top kitchen  
9. Moisture absorber in a greenhouse or terrarium  
10. Noise dampener by hanging over a small room door"
openai/gpt-oss-20b,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Towel,Creative,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Towel
Condition: Be creative.","
1. A makeshift parachute for a small drone  
2. A wind sock to measure garden wind direction  
3. A drying mat for freshly harvested herbs  
4. A pet paw “shampoo” wrap during bath time  
5. A protective cover for a canvas while painting  
6. A DIY hammock for a single book or tablet  
7. A sunshade for a potted succulent on a balcony  
8. A dusting cloth for delicate electronics  
9. A lightweight emergency blanket for camping  
10. A towel‑sized sling for carrying a small grocery bag"
openai/gpt-oss-20b,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Towel,Effective,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Towel
Condition: Be effective.","
1. Makeshift sling for a sprained ankle  
2. Temporary bandage for minor cuts  
3. Cloth filter for homemade coffee filter  
4. Protective cover for a phone while showering  
5. Heat shield for a grill to direct heat  
6. DIY face mask for dust protection  
7. Soft pad to protect a laptop screen during transport  
8. Tool to keep a pet from scratching surfaces  
9. Weight for a door to keep it closed  
10. Rubbing pad to polish small metal parts"
openai/gpt-oss-20b,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Towel,Boring,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Towel
Condition: Be boring.","
1. Dusting a keyboard  
2. Cleaning a small spill on a desk  
3. Wrapping a small plant pot to keep moisture  
4. Wiping a child's face after a bath  
5. Using as a handkerchief to wipe sweat  
6. Softening a child's hair after a shower  
7. Using as a makeshift pillow for a small pet  
8. Wrapping a small gift to protect it  
9. Using to wipe a laptop screen  
10. Using to clean the interior of a small appliance"
openai/gpt-oss-20b,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Towel,Conventional,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Towel
Condition: Be conventional.","
1. Wrap around a small plant to keep soil moist while repurposing the towel as a makeshift greenhouse cover.  
2. Use as a lightweight, foldable picnic blanket on a sunny day.  
3. Fold into a towel rack to keep a small area dry after a shower.  
4. Wrap around a laptop or tablet to absorb sweat during intense gaming sessions.  
5. Cut into strips and use as a gentle hair-drying aid for a quick touch-up.  
6. Place over a cutting board to keep it dry and reduce splatter.  
7. Use as a protective layer when moving fragile items between rooms.  
8. Fold into a small pouch to keep a wallet or keys dry during a rainy walk.  
9. Wrap around a bicycle handlebar to improve grip during wet rides.  
10. Place over a window sill to keep it dry and free from dust after a shower."
openai/gpt-oss-20b,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Can,Standard,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Can","
1. Makeshift drum for a one‑person band  
2. Tiny seedling pot for a pocket garden  
3. DIY candle holder after drilling holes  
4. Miniature terrarium base for succulents  
5. Portable fire pit fuel container  
6. Bird feeder with added water reservoir  
7. Hand‑held cooler for picnic snacks  
8. Sound‑proofing filler in a small room  
9. Decorative light fixture by cutting patterns  
10. Compact storage for emergency tools"
openai/gpt-oss-20b,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Can,Creative,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Can
Condition: Be creative.","
"
openai/gpt-oss-20b,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Can,Effective,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Can
Condition: Be effective.","
1. Use as a makeshift drum for percussion  
2. Convert into a mini greenhouse for seedlings  
3. Fashion into a lamp shade for a small LED light  
4. Transform into a portable water bottle for hiking  
5. Repurpose as a bird feeder by adding holes and seeds  
6. Employ as a candle holder for a tea light  
7. Use as a weight to anchor a tarp in windy conditions  
8. Convert into a seed planter by cutting a small opening  
9. Use as a fire starter by filling with wax and adding a wick  
10. Repurpose as a small storage container for craft supplies"
openai/gpt-oss-20b,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Can,Boring,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Can
Condition: Be boring.","
1. Can be used as a simple paperweight.  
2. Can be used as a makeshift doorstop.  
3. Can be used as a small container for office supplies.  
4. Can be used to store spare batteries.  
5. Can be used as a weight for a small balance scale.  
6. Can be used as a small container for seeds.  
7. Can be used as a makeshift cup.  
8. Can be used as a small container for spare screws.  
9. Can be used as a small container for office pens.  
10. Can be used as a simple counterweight for a small pulley."
openai/gpt-oss-20b,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Can,Conventional,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Can
Condition: Be conventional.","
1. Use it as a small planter for herbs  
2. Convert it into a bird feeder  
3. Repurpose it as a portable cooler for picnics  
4. Transform it into a makeshift drum for music  
5. Employ it as a DIY water filter with charcoal  
6. Install it as a simple lamp shade for a desk lamp  
7. Use it as a container for homemade ice packs  
8. Set it up as a temporary greenhouse for seedlings  
9. Turn it into a decorative candle holder  
10. Build a small wind chime by attaching bells to it"
